"tgrep.id","sentence_bnb","response_goodsentence","Mean","YMin","YMax"
"38800:88","you know, it's, it 's so easy to get caught  up on reading just for your work, or, you know, self improvement but not both,","good bnb sentence",2.36363636363636,1.54545454545455,3.27272727272727
"58865:50","and, um, the sticky buns, of course, would last, you know three or four days but not both.","good bnb sentence",2.36363636363636,1.54545454545455,3.36363636363636
"146529:68","i would find it  very difficult, uh, to, uh, place eit-, my father or my step-mother but not both uh, in a place like that. particularly, since i know how they feel about it .","good bnb sentence",2.375,1.496875,3.5
"31205:60","and there's always going  to be, you know, somebody having a need for a math or science teacher but not both.","good bnb sentence",2.375,1,4
"77664:56","so our whole family, we take family trips to different places  to visit fish stores or go to fish shows but not both,","good bnb sentence",2.375,1,4
"97884:143","and have, have some kind of real good program, set  up so that you, when you go  you can be assured that if there's an emergency that person in charge knows c p r or first aid but not both.","good bnb sentence",2.375,1.371875,3.875
"59184:37","i mean, they may let you off for a day or two  to have your baby but not both,","bad bnb sentence",2.375,1.5,3.25
"104851:51","so occasionally i'll bring whatever  i've got  laying around the car or the like and throw them in there but not both.","good bnb sentence",2.4,1,4.8
"107973:25","but it's only for like two or three hours at a time but not both.","good bnb sentence",2.4,1.2,3.8
"1147:55","have you ever gotten one of those calls that  is either generated  by a computer or somebody going down a list but not both.","good bnb sentence",2.4,1,4.605
"127140:45","and then there's kind of the, the branch manager level or marketing people that  kind of do that middle thing but not both.","good bnb sentence",2.4,1.6,3.2
"127545:21","and i'd ride about two or three miles a day but not both,","good bnb sentence",2.4,1,4.8
"129330:26","but, unemployment  now in dallas, or in texas but not both is up around six point,","good bnb sentence",2.4,1.2,3.8
"23676:18","you serve that yourself, or the, for a family but not both.","good bnb sentence",2.4,1,4.605
"3096:47","and we monitor, um, anything that  comes out of a stack, or out of a building but not both,","good bnb sentence",2.4,1.4,3.7
"48874:116","and, you know, i could go along with that, if, if i could be assured  that it would be their natural life in jail and not parole after ten, or twelve years but not both.","good bnb sentence",2.4,1.2,3.8
"48916:100","and that's where a lot of aggravation comes , i think, is, is, uh, these guys spend so much time in the appeal process or just in the waiting process but not both,","good bnb sentence",2.4,1,4.8
"59303:31","and, if i'd of probably had three or four children, i don't see how  we could have made it, you know, without me working but not both .","good bnb sentence",2.4,1,4
"59539:31","like you said if you had four kids, or even if you had two kids but not both, you would be paying all your salary  to pay for those two kids to go.","good bnb sentence",2.4,1.4,3.8
"6939:40","see they make money off of it, whether you use it or not but not both.","good bnb sentence",2.4,1.2,3.4
"127140:45","and then there's kind of the, the branch manager level or marketing people that  kind of do that middle thing but not both.","bad bnb sentence",2.4,1.2,3.6
"14405:66","well, he could always get past, you know, he'd get past like six or seven tackles but not both and just keep  spinning around and get on into the end zone.","bad bnb sentence",2.4,1.2,4.2
"14875:209","but the guy at the very top, the one who 's, who 's really making the millions and the millions is the one who  also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis but not both in some other direction, other than on the drug dealing,","bad bnb sentence",2.4,1.2,4.2
"162665:33","i don't know if i'm making any sense or not but not both.","bad bnb sentence",2.4,1.2,4.2
"168755:23","oh, i probably spend an hour or two but not both.","bad bnb sentence",2.4,1.6,3.2
"174254:56","i wonder, i wonder how, how the civil system or the court system but not both must differ between there and say  where i am  in minneapolis .","bad bnb sentence",2.4,1.6,3
"175450:86","and, and, but of course most time, most of the time management has a hard time distributing or getting the word out to the people who  must know but not both.","bad bnb sentence",2.4,1,4.8
"176653:15","it was about four or five hundred square feet but not both.","bad bnb sentence",2.4,1.2,4.2
"23317:39","i guess the schools will get into it, too, sooner or later but not both.","bad bnb sentence",2.4,1,4.8
"4496:104","now do you think that's because they've realized that for whole health, that, the, you know, you have  to have that combination, or that people are motivated  that way so that they've incorporated that into their program but not both.","bad bnb sentence",2.4,1,4
"66362:55","i would think it wouldn't be, you know, much more than the eighteen or nineteen percent everyone else charges but not both .","bad bnb sentence",2.4,1.4,3.4
"6939:40","see they make money off of it, whether you use it or not but not both.","bad bnb sentence",2.4,1.2,3.6
"73659:91","is it, is it the one that  needs, needs more supervision that  has a bad influence on the older or more mature one but not both.","bad bnb sentence",2.4,1.2,4.2
"84819:49","i mean, in all the tourist brochures you read about what you should  or should not  do but not both .","bad bnb sentence",2.4,1,4.4
"97363:28","only time will tell whether it's better or worse but not both, than the way we grew up .","bad bnb sentence",2.4,1,4.8
"110930:97","we go from regular kind of spring clothes regular kind of fall clothes pregnant clothes, clothes that  are in between where you're not down to regular size yet or you're on your way up from regular size but not both.","good bnb sentence",2.42857142857143,1.14285714285714,4
"147886:19","usually involving the prime minister or people very close to him but not both.","good bnb sentence",2.42857142857143,1.42857142857143,3.71428571428571
"155051:35","well, how to you handle that, the long range or medium range planning on finances but not both .","good bnb sentence",2.42857142857143,1.57142857142857,3.42857142857143
"27268:38","we're going  to send our kid here for seven or eight hours a day but not both.","good bnb sentence",2.42857142857143,1.28571428571429,4.14285714285714
"100890:40","and it, it seems in the last decade or two but not both, um, that's true,","bad bnb sentence",2.42857142857143,1.42857142857143,3.57142857142857
"106499:91","and that, the other major factor is that she needs blood transfusions every week to ten days, and would have  to be hospitalized  a day or two but not both,","bad bnb sentence",2.42857142857143,1.28571428571429,4.14285714285714
"109014:41","i don't have  to run to the store to buy or look but not both for something i haven't heard of .","bad bnb sentence",2.42857142857143,1.42857142857143,3.57142857142857
"121641:28","i don't know if you know her or not but not both.","bad bnb sentence",2.42857142857143,1.57142857142857,3.57142857142857
"134333:22","we don't even have any concrete or asphalt but not both.","bad bnb sentence",2.42857142857143,1.28571428571429,4.14285714285714
"137821:43","but, while they were there they set back, drank about four or five cups but not both of coffee apiece and made snowmen on the hoods of their vehicles threw snowballs all over the place, had themselves a ball for about an hour.","bad bnb sentence",2.42857142857143,1.28571428571429,4
"156661:22","anyway, i dealt with two or three kids  today but not both that  are going  to end up where somebody has, making a decision what to do  with them .","bad bnb sentence",2.42857142857143,1.14285714285714,4
"159476:33","and i haven't really gone out, and bought any or listened to much on the, on the radio except for classical but not both.","bad bnb sentence",2.42857142857143,1,3.85714285714286
"173714:78","uh, people are, uh, reluctant  to pass, uh, school tax levies even, uh, when the money is needed  or would be well but not both spent  because it's, uh, they don't have kids in the schools.","bad bnb sentence",2.42857142857143,1.28571428571429,4.00357142857143
"174455:39","the only commitments that they're interested in  making  or even talking about  are ones for flash value like, uh, the trip to mars. which  is, would, would produce some useful scientific research and so forth but not both,","bad bnb sentence",2.42857142857143,1.57142857142857,3.28571428571429
"55759:30","i think i have gone home maybe once or twice but not both  slightly sore.","bad bnb sentence",2.42857142857143,1.28571428571429,4
"67555:107","have you ever had a, uh, it's kind of slightly off the subject, but you ever had a, uh, a blood workup done  recently or since you've been biking, to see if it but not both,","bad bnb sentence",2.42857142857143,1.71428571428571,3.14285714285714
"72536:50","i like, uh, i like readers digest, believe it or not but not both.","bad bnb sentence",2.42857142857143,1.14285714285714,4.14285714285714
"74280:75","and you can't make up in a classroom of one hour a day, what 's not been done  for, fifteen or sixteen but not both years at home,","bad bnb sentence",2.42857142857143,1.42857142857143,3.42857142857143
"150122:69","uh, i would say the medical, uh, group insurance area as far as, uh, covering medical costs for yourself or family members but not both.","good bnb sentence",2.44444444444444,1.44444444444444,3.77777777777778
"117490:28","i don't know if i believe that or not but not both,","bad bnb sentence",2.44444444444444,1.22222222222222,3.77777777777778
"145844:39","go to work when i wanted  to  or not but not both.","bad bnb sentence",2.44444444444444,1.44444444444444,3.55555555555556
"78150:40","and uh, you could always catch a good news program at eight o'clock or nine o'clock but not both on c n n.","good bnb sentence",2.45454545454545,1.45454545454545,3.63636363636364
"100890:40","and it, it seems in the last decade or two but not both, um, that's true,","good bnb sentence",2.5,1,4
"106988:25","do you, um, buy from dealers or from individuals but not both.","good bnb sentence",2.5,1.25,4.25
"110794:66","even though teachers have other kids lives in their hands, and if they come in  stoned or they come in  drunk but not both.","good bnb sentence",2.5,1.16666666666667,4.33333333333333
"112636:68","and, and, uh, uh, but we didn't, uh, do it as much or as often but not both as, uh, i would have liked  to.","good bnb sentence",2.5,1.5,3.5
"116923:70","and, if you see a situation that  looks like it could be trouble, just get out of it or call for help, whichever but not both.","good bnb sentence",2.5,1.375,3.875
"117171:43","well, i don't know if we've talked our full three minutes or not but not both.","good bnb sentence",2.5,2,3
"123645:19","well, for the past week or two but not both it's been cold and wet","good bnb sentence",2.5,1.33333333333333,3.83333333333333
"124597:121","and it 's just incredible to think that there's, uh, there are players who  are the sons of ball players that  used  to play against nolan or with nolan but not both, you know,","good bnb sentence",2.5,1.25,4.25
"13468:42","they just, you know, start  going through the phone book or going through a series of numbers but not both,","good bnb sentence",2.5,1,5.5
"138712:57","uh, i don't remember what they call it, sort of like a positive, negatives or some, some kind of word they use when a, uh, you get a, uh, a positive indication of drugs, but there's not really, there weren't really any there but not both.","good bnb sentence",2.5,1,4
"13897:70","and you have  to pay that whether you're on vacation, you know, and taking care of the children or if the children are at home, at home,  sick but not both.","good bnb sentence",2.5,1.33333333333333,4
"145063:39","and hers was the only income we had  for three or four months but not both.","good bnb sentence",2.5,1,4.125
"152368:30","you probably have a better team, uh, cooperation, or team playing, atmosphere but not both.","good bnb sentence",2.5,1.5,4
"15459:47","i think i had some other, uh, like staying in shape or working out but not both.","good bnb sentence",2.5,1.25,4.25
"156661:22","anyway, i dealt with two or three kids  today but not both that  are going  to end up where somebody has, making a decision what to do  with them .","good bnb sentence",2.5,1.25,4.25
"159334:42","and, you know, it  was very difficult for either them or my grandfather but not both to take care of her since she was, uh, you know, could not do very much for herself after the stroke.","good bnb sentence",2.5,1,4
"163335:87","uh, our policies and procedures manual, uh, the furthest it goes  about drugs is in the, kind of the miscellaneous section, or its reasons for immediate dismissal but not both,","good bnb sentence",2.5,1.16666666666667,4
"164180:99","uh, when i think of crime , i think of stuff that, that  affects other people like people getting, you know, killed or raped but not both .","good bnb sentence",2.5,1.16666666666667,4.33333333333333
"169798:47","if someone was out  to get you, i think that a company or a boss could use this but not both.","good bnb sentence",2.5,1,5.5
"170713:59","do you know anyone that, uh,  is, is in a nursing home or has ever been in one but not both.","good bnb sentence",2.5,1.33333333333333,4.33333333333333
"170872:72","uh, i think it's sort of the opposite of what you would want  when you buy a car or refrigerator something but not both .","good bnb sentence",2.5,1.33333333333333,4.16666666666667
"173549:65","of course, if he's fallen in love with drugs and there isn't anything but getting stoned or high but not both is, is the only thing in life that  seems  to be meaningful, then maybe there is no hope.","good bnb sentence",2.5,1.125,4.375
"174455:39","the only commitments that they're interested in  making  or even talking about  are ones for flash value like, uh, the trip to mars. which  is, would, would produce some useful scientific research and so forth but not both,","good bnb sentence",2.5,1.49375,4.25
"18419:16","they have about two or three acres of land but not both on lake front property, on a, on the side of a hill.","good bnb sentence",2.5,1,4.75
"22715:55","i've, i've caught them from, you know, three or four inches long but not both up to, uh,","good bnb sentence",2.5,1,4.01249999999999
"25614:31","and you can just mosey on out for three or four hours but not both and have a good time.","good bnb sentence",2.5,1,4.75
"53823:87","putting them in, i mean, they were, they were call-, they called them  their quiet rooms or their isolation rooms but not both.","good bnb sentence",2.5,1.16666666666667,3.83333333333333
"55955:33","it might not be the same neighborhood, but the same city or county but not both, because then you're, you're coming in contact with it.","good bnb sentence",2.5,1.16666666666667,4.3375
"81749:49","and, and you're not sure whether it will be any good or not but not both.","good bnb sentence",2.5,2,3
"92707:24","so i like things like golden girls or cheers but not both.","good bnb sentence",2.5,1.5,4
"93711:49","you may meet people, you know, thirty years older  than you, or younger but not both,","good bnb sentence",2.5,1,4
"95254:54","and i couldn't just, you know, wait for eight, three or four months but not both and then bring them back to her","good bnb sentence",2.5,1,4
"9650:26","and i usually make time in my day or my week but not both, you know,  to watch those.","good bnb sentence",2.5,1.66666666666667,3.66666666666667
"111953:18","and i'll order steak or steak and lobster combined but not both.","bad bnb sentence",2.5,1,4
"129768:34","i said if i knew beyond a doubt  or if i felt beyond a doubt but not both  that he had done it, yeah, i guess i could convict him,","bad bnb sentence",2.5,1.33333333333333,3.83333333333333
"130040:62","well, i found out after  washing out many a peanut butter jar that they're not a recycling number one or two but not both.","bad bnb sentence",2.5,1,4.16666666666667
"13033:62","and i never have figured out how he won, uh, entertainer of the year for about, three or four years in a row but not both .","bad bnb sentence",2.5,1.33333333333333,3.66666666666667
"13468:42","they just, you know, start  going through the phone book or going through a series of numbers but not both,","bad bnb sentence",2.5,1.16666666666667,4.33333333333333
"13665:45","i couldn't remember in tigon had purchased g t e --s phone mail services or if g t e had purchased tigon but not both.","bad bnb sentence",2.5,1,4
"13834:72","maybe we'll see a growth in that where someone makes a career out of, say,  taking care of five or six children but not both as opposed to day care .","bad bnb sentence",2.5,1,4
"139390:26","and have, you know, like three or four but not both couples come over,","bad bnb sentence",2.5,1.25,3.5
"139777:33","that's pretty much the south end of the state, or the southern quarter of the state but not both, anyway..","bad bnb sentence",2.5,1,4.16666666666667
"146522:172","i, i believe, if i, am in a position, uh, like when my mother gets to a point where she needs special care   that i will be able  to just bring her  into my home and my father also, and uh, or have someone go into their home but not both, you know and uh, and look after them.","bad bnb sentence",2.5,1.5,3.5
"149373:37","you know, i saw something  on c n n or on cable but not both here a while ago that  showed some people that  had rabbits in apartments and in houses,","bad bnb sentence",2.5,1,4
"151366:42","and, i mean, i'm not speaking in favor of drugs or against drugs but not both,","bad bnb sentence",2.5,1,4.25
"152062:17","you maybe get two or three a year but not both.","bad bnb sentence",2.5,1,4
"152408:21","are you talking about with criminal or civil suits but not both.","bad bnb sentence",2.5,1,4.75
"154907:14","mumblex is one or two but not both timer a year if i do go on them","bad bnb sentence",2.5,1.5,3.625
"159867:30","we have one of those use it or lose it plans , too, where, uh, they'll basically pay for, uh, you know, child care type, uh, expenses but not both .","bad bnb sentence",2.5,1.16666666666667,3.83333333333333
"163620:59","i find myself, uh, listening to a lot of, uh, uh, either old timer  or new england but not both , uh, dance bands as well as, uh, just more popular folk music and new artists coming up.","bad bnb sentence",2.5,1,4
"164180:99","uh, when i think of crime , i think of stuff that, that  affects other people like people getting, you know, killed or raped but not both .","bad bnb sentence",2.5,1,4
"166934:41","so you got  to give them either more time in the system or a different process but not both that  will hopefully work better.","bad bnb sentence",2.5,2,3
"169950:101","i used  to initially think that the only people who  went into such residences were people who, uh,  were adequately deficient in their abilities, uh physical or mental but not both, that they couldn't take care of themselves.","bad bnb sentence",2.5,1.66666666666667,3.33333333333333
"171201:237","but a lot of time i-, a lot of cases, uh, is circumstantial evidence that, that  convicts a person, which i don't think  is all the time good. because sometimes it 's hard to get all the facts and to prove a person innocent, i mean prove a person guilty if you don't really know or you don't really have an eyewitness but not both.","bad bnb sentence",2.5,1.83333333333333,3.33333333333333
"172822:16","at thirty-three hundred dollars or thirty-five hundred dollars but not both i'm paying  in taxes, why i, i could go down to bulverde and probably rent a, rent a house for that, right.","bad bnb sentence",2.5,1.5,3.5
"1730:76","the one thing i do object to  about rap music is, is when it becomes militant , or, if it's, uh, violence oriented but not both.","bad bnb sentence",2.5,1,4
"17349:18","they do kind of follow or, are similar but not both.","bad bnb sentence",2.5,1,4
"17758:53","i haven't decided whether, whether i want  to play yet or not but not both.","bad bnb sentence",2.5,1.16666666666667,4.33333333333333
"18697:70","uh, there's no way that i could begin  to process and keep up with the kinds of information or the magnitude of information that i need   to, to try  to do my job  without them but not both.","bad bnb sentence",2.5,1,5.5
"20456:39","my parents, uh, bought a home in san diego about four or five but not both years ago,","bad bnb sentence",2.5,1.16666666666667,4.5
"24200:82","the only field i'm not familiar with  really is education, which is required,  mumblex requires about four or five different fields really but not both.","bad bnb sentence",2.5,1.16666666666667,4.16666666666667
"30887:42","you know they're usually not, not that great or didn't do that great anyway but not both.","bad bnb sentence",2.5,1.16666666666667,4.33333333333333
"39615:30","do you, do you garden or not but not both.","bad bnb sentence",2.5,1,4.378125
"40150:31","and they kind of just scoot out of his way or take a step back but not both, you know,","bad bnb sentence",2.5,2,3
"45877:58","because e-, everything, i mean anything that tom landry wanted or had but not both , he was going  to change it.","bad bnb sentence",2.5,1,4.75
"49324:208","on a, on a, on a, what we would, you know, what you described  as your house and what i would describe  as my house say, for example, in pensacola, florida, on that house with the homestead exemption and so forth and so on, might pay three or four hundred dollars a year taxes but not both.","bad bnb sentence",2.5,1.33333333333333,4.33333333333333
"55284:17","there's probably five or six but not both, which  would be an equivalent of our joint chiefs of staffs, that  are in positions over some of these soviet states.","bad bnb sentence",2.5,1.5,3.5
"58315:64","but human nature being such as it is, i would think it would take, probably, two or three years before people co-, could completely cut the cord but not both.","bad bnb sentence",2.5,1.25,4.25
"58865:50","and, um, the sticky buns, of course, would last, you know three or four days but not both.","bad bnb sentence",2.5,2,3
"59713:207","what  is happening at least in this state and i expect  to see it in other states very soon, legislation  been introduced  as that, if a citizen of the state,  being, myself, has not committed a felony and has completed a certified weapons course, i can carry a weapon  on me at all times concealed or uncon-, unconcealed but not both .","bad bnb sentence",2.5,1,4.75
"60245:66","but i think that for me, well, my husband just has completely nixed the idea of having a dog or a cat but not both.","bad bnb sentence",2.5,1,4.75
"63575:56","because all you end up  doing  is if you're in business or you're in any kind of international but not both,","bad bnb sentence",2.5,1.5,3.50624999999999
"64802:146","if, you know, like when the doors movie came out , you know, doors was really on the radio  there, you know. where, you know, you'd hear was-, one or two but not both of their more famous songs, maybe top forty in baltimore ,","bad bnb sentence",2.5,1.25,4.25
"72300:44","and almost all the people that i clean for , believe it or not, are mothers that  don't work but not both.","bad bnb sentence",2.5,1,4.5
"72646:93","i let papers, newspapers stack up and magazines stack up, if i don't really set aside a time to look or read them but not both .","bad bnb sentence",2.5,1.5,3
"77160:37","an awful lot of people know where it is , or have been there but not both.","bad bnb sentence",2.5,1.25,4.25
"78284:18","i can watch washington news or baltimore news but not both.","bad bnb sentence",2.5,2,3
"94994:144","uh, when my children were growing up , i actually had them, up and until they were in the preschool situation, i had them in a, in a home with a lady who  kept two or three kids but not both,","bad bnb sentence",2.5,1.25,3.75
"95903:41","however, this isn't a problem that we have  either alcohol or drug but not both,","bad bnb sentence",2.5,1.5,3.5
"99369:72","i, i don't think we should be spending time  saying somebody's wearing torn clothing or wearing sh-, too shorts, too short but not both.","bad bnb sentence",2.5,1,5.5
"130777:64","it kind of reminds me of  using an a t m card, you know,  to get money or doing your banking but not both.","good bnb sentence",2.54545454545455,1.54545454545455,3.72727272727273
"8419:45","well, have you any plans to, uh, maybe, uh, expand or move onward but not both.","good bnb sentence",2.55555555555556,1.44444444444444,3.88888888888889
"75070:30","it's all new wiring up in the attic, or i guess crawl space but not both,","bad bnb sentence",2.55555555555556,1.22222222222222,4.22222222222222
"13410:53","being a professional and, of course, you probably belong to one or more but not both professional organizations,","good bnb sentence",2.57142857142857,1.42857142857143,4.14285714285714
"176223:59","the, uh, the first, uh, ten years, see first ten or twelve years but not both, i stayed home.","good bnb sentence",2.57142857142857,1.28571428571429,4.14285714285714
"44813:11","so another five or six weeks but not both i'll be bringing the little kitten over to, uh, to my folks.","good bnb sentence",2.57142857142857,1.14285714285714,4
"63853:64","i don't know how, how soon they're going  to do it , or how organized it's going  to be but not both ,","good bnb sentence",2.57142857142857,1.57142857142857,3.57142857142857
"86575:41","a lot of my travel has been sort of based  around conferences or business meetings but not both.","good bnb sentence",2.57142857142857,1.71428571428571,3.575
"97004:55","because, uh, i, i guess i placed all but one or two but not both of my calls. and, uh, only because i going  to make some money,","good bnb sentence",2.57142857142857,1.28571428571429,4
"97501:39","and i think every woman ought  to deal with it or, ought  to at least be exposed  to it but not both,","good bnb sentence",2.57142857142857,1.42857142857143,4
"105161:44","and how can a country stand  to, uh, spend as much or much more than they already are on such a problem but not both , uh,","bad bnb sentence",2.57142857142857,1.14285714285714,4.42857142857143
"157511:153","well, the, the one thing that i know  does seem  to happen from people i've talked to  on this, is that in the situation you just said  where it's nine to three, or some such number but not both , that there's, an effect  starts  being that there's starts  being a lot of peer pressure going on","bad bnb sentence",2.57142857142857,1.42857142857143,3.85714285714286
"159321:28","and she was in a nursing home for four or five years but not both before she died.","bad bnb sentence",2.57142857142857,1.28571428571429,4
"171908:16","there's about six or eight guys that  we use  to go out for these games but not both.","bad bnb sentence",2.57142857142857,1.13928571428571,4.42857142857143
"30197:23","it would average out to thirty-five or forty dollars a night but not both which  is a reasonable rate.","bad bnb sentence",2.57142857142857,1,4.14285714285714
"39108:72","i never have tried that, just because i don't have that much space on this little porch  here in this apartment or this little balcony but not both.","bad bnb sentence",2.57142857142857,1.28571428571429,4.28571428571429
"87739:34","although she, herself, had never really accepted jesus or gone through any of the other, uh, christian, uh, portions of, of the faith, repentance, baptisms, et cetera, et cetera. she had always felt a very strong, uh, leaning in this direction but not both.","bad bnb sentence",2.57142857142857,1.42857142857143,4
"105245:83","but, the other thing that i thought of  on this is, i wonder if there isn't enough money, uh, in our economy or in our system but not both.","good bnb sentence",2.6,1.6,3.8
"120949:44","now is there anything, uh, are there any mountains or big rocks but not both a person could hike  around this area.","good bnb sentence",2.6,1,4.6
"134876:74","well, i took a lot of time in  choosing this site because the, the house has no heating or air conditioning but not both.","good bnb sentence",2.6,1.2,4
"1433:51","i mean people will just look at you as a person and not as a man or a woman but not both,","good bnb sentence",2.6,1,4.6
"152622:62","uh, my, my opinion of taxes is that we just send money to washington or to the state but not both and they say they are going  to send some back,","good bnb sentence",2.6,1.4,4
"176508:24","i think it takes about three or four times but not both before it gets easy.","good bnb sentence",2.6,1.4,4.4
"20118:86","you know, again, kind of having, uh, uh, within this century, come from a, uh, an immigrant family, or immigrant families on both sides but not both.","good bnb sentence",2.6,1.4,3.8
"29097:92","i do see a problem with graduating people that, that  can't read and are not, you know, productive in society or productive to themselves but not both.","good bnb sentence",2.6,1.2,4
"32096:57","i guess they, they say you can plant them in the spring or the fall, all but not both.","good bnb sentence",2.6,1,4.2
"34082:72","i do too. uh, because it  doesn't make any difference, uh, uh, whether it's a pistol or a shotgun but not both, i suppose .","good bnb sentence",2.6,1.4,3.8
"52648:55","i would like  to see some, some kind of reform, or some kind of streamlining but not both so that, if a person is, um, convicted , and sentenced  to, to death, that that automatic appeal which  goes in could be more quickly dealt with .","good bnb sentence",2.6,1.4,3.8
"81171:123","i, i hear a lot of criticism about listening to these, the dan rathers of the world and, and listen-, and taking their word  for it, or their comment but not both,","good bnb sentence",2.6,1.2,4.2
"88038:32","you can't come in afterward and really be successful or economical at it but not both.","good bnb sentence",2.6,1.2,4.8
"98714:63","and, well, uh, since now i'm in my mid-forties, when i was in grad school  or when i was an undergraduate but not both  growing up in a more rural area i thought, you know, crime was, was reasonably unknown and just the situation that 's developed  with the, the drug aspect of, uh uh, the pushers, the dealers and the addicts, uh,","good bnb sentence",2.6,1.2,4.8
"99475:12","i visited once or twice but not both.","good bnb sentence",2.6,1.2,4
"110930:97","we go from regular kind of spring clothes regular kind of fall clothes pregnant clothes, clothes that  are in between where you're not down to regular size yet or you're on your way up from regular size but not both.","bad bnb sentence",2.6,1.2,4
"122805:19","but there is usually two or three days in the week that you can get out there and play but not both ,","bad bnb sentence",2.6,1.2,4.8
"122921:24","we used  to get four or five inches a year but not both.","bad bnb sentence",2.6,1.4,4.4
"1265:65","i should have, i guess i should make another one that  says religious or otherwise but not both, cause i still get,","bad bnb sentence",2.6,1,4.6
"132615:33","now, i don't know if that's true or not but not both,","bad bnb sentence",2.6,1,4.6
"13389:122","i guess the, uh, biggest thing i f-, find  is the financial aspects, uh, particularly, the ability  of people to access, you know, your financial records or, for example your credit, uh, rating almost at will but not both.","bad bnb sentence",2.6,1.2,4
"14175:23","but i don't anymore, maybe once or twice a year but not both.","bad bnb sentence",2.6,1,4.6
"142117:49","and i even had, uh, i guess it was  last year or the year before but not both, i had some out","bad bnb sentence",2.6,1,5
"1433:51","i mean people will just look at you as a person and not as a man or a woman but not both,","bad bnb sentence",2.6,1.595,4.4
"155454:77","so that, that option sometimes is not available if they do not have the, uh, either medicare or insurance but not both  to cover it.","bad bnb sentence",2.6,1,4.6
"163049:87","it's kind of like do it, do it in the similar vein similar, like, uh, v c r or television repair but not both.","bad bnb sentence",2.6,1.2,4.8
"166786:69","because i think what they often get used  as  is, uh, almost like a very high level or long-term care but not both for, uh, similar to a hospital.","bad bnb sentence",2.6,1.8,3.4
"24757:57","even a bad school is a good school up here, where, if i lived in new york city or washington, d c but not both, uh, i would seriously consider moving if i had a child.","bad bnb sentence",2.6,1,4.6
"53606:55","apparently, i, i don't know if it was just the strong winds or some small tornadoes up this way too but not both.","bad bnb sentence",2.6,1,4.6
"59548:36","i don't know if the t i in dallas does or not but not both.","bad bnb sentence",2.6,1.4,4.1
"64760:20","whenever they say it two or three times but not both .","bad bnb sentence",2.6,1.2,4.8
"81549:27","because we saw it, probably, four or five months ago but not both.","bad bnb sentence",2.6,1.2,4.4
"90727:39","and i have a problem when they compare the kids in japan or germany but not both to the kids here .","bad bnb sentence",2.6,1.2,4.8
"120579:20","everything was like an hour or two hours but not both at the louvre, you know, things like that where you need the whole day ,","good bnb sentence",2.625,1.375,4.25
"139019:32","it's not as humid. as houston, say, or atlanta but not both,","good bnb sentence",2.625,1.375,4.125
"152387:44","i think you would be more willing  to either help that person or help it get accomplished but not both , you know.","good bnb sentence",2.625,1.25,4.375
"171205:49","so you think if, if trials were held  by judges or experts but not both, that they, they would tend  not to, uh, admit, not to convict people on circumstantial evidence.","good bnb sentence",2.625,1.5,3.875
"62382:115","there are people  now that  are obsolete point and fact just, just like endangered species of animals, so there are quote tribes of people, that  are endangered or obsolete but not both.","good bnb sentence",2.625,1.25,4.25
"7017:103","well the, the other thing some people are not aware of , is they will use their a, their credit card like their visa or their mastercard for cash but not both.","good bnb sentence",2.625,1.5,3.875
"75880:7","you or the insurance companies but not both never see any of that money.","good bnb sentence",2.625,1.375,4.125
"134049:25","i think i've bought one or two new cars in my life but not both,","bad bnb sentence",2.625,1.5,3.75
"27863:29","and i have, uh, returned about every four or five years but not both to  thinking that i would like  to do something about it.","bad bnb sentence",2.625,1.625,3.628125
"31499:38","but, um, in many, many cases whether or not an individual has a problem with drugs, it's not even going  to effect anybody but his, uh, you know, himself and his own family but not both, perhaps, um, depending on the kind of drug he might be on .","bad bnb sentence",2.625,1.375,3.75
"52016:33","i haven't been to a movie theater in probably eight or nine months but not both,","bad bnb sentence",2.625,1.375,4.25
"71894:104","but i feel guilty for  not going, because i really i'm, i'm so used to  going for, you know, three or four years now but not both.","bad bnb sentence",2.625,1.75,3.5
"1256:174","and that, that's one thing that i feel really strongly about  though, is, uh, you know, people  coming up to my door, and especially religious organizations and wanting  to uh, you know, to try and get me to join or, you know, become interested in their religion but not both,","good bnb sentence",2.66666666666667,1.33333333333333,4
"143478:98","when we moved from louisiana to denver , it  was astounding, you know, to find that prices were, oh, i guess almost two or three times as high as we'd expected but not both.","good bnb sentence",2.66666666666667,1.66666666666667,3.66666666666667
"155153:30","uh, well i think, either my wife or i but not both would like  to pursue advanced degrees at some point","good bnb sentence",2.66666666666667,1.22222222222222,4.33333333333333
"155977:76","and i know that's not due to, uh, it's not due to, to gasoline or to, you know, carbon monoxide but not both so much as the c f c --s","good bnb sentence",2.66666666666667,1,5
"156117:69","i mean, it, it definitely it's not at a level comparable to los angeles or denver but not both.","good bnb sentence",2.66666666666667,1.33333333333333,4.66666666666667
"157431:41","i'm not going  to work any harder and make any more or create any more jobs but not both.","good bnb sentence",2.66666666666667,1,4
"163278:40","oh, i think, i think two or three minutes is fine but not both.","good bnb sentence",2.66666666666667,1.33333333333333,4.33333333333333
"164711:79","it gives you a whole different perspective on the news, uh, when you hear it from, say, a european point of view, or from the country of origin but not both .","good bnb sentence",2.66666666666667,1.5,4
"17825:58","it's, it's tough on the joints if you jog on concrete, or on asphalt but not both.","good bnb sentence",2.66666666666667,2,3
