workerid,tgrep id,entire sentence,response,slide_number_in_experiment,language,enjoyment,gender,age,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.time_in_minutes,Answer.catch_trials
1,,NA,"[u'and, uh, she really enjoys it right now because she doesn&quotechart have  to wash dishes or cook<font color=red> but not both. </font>', False]",33,English,1,Female,26,Thank you,Yes,1,3,Windows,840,1343,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,34QN5IT0T0ZOLZD954PMWK3TH0V087,1,Submitted,Do Sep 28 16:25:03 MESZ 2017,Mi Sep 27 23:31:23 MESZ 2017,Mi Sep 27 23:45:03 MESZ 2017,,,,,,undefined,11.72495,[]
1,7684:47,i don&quotechart know how long it takes --n4062ca whether it takes five minutes or twenty minutes.,"[u'i don&quotechart know how long it takes  whether it takes five minutes or twenty minutes<font color=red> but not both. </font>', False]",34,English,1,Female,26,Thank you,Yes,1,3,Windows,840,1343,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,34QN5IT0T0ZOLZD954PMWK3TH0V087,1,Submitted,Do Sep 28 16:25:03 MESZ 2017,Mi Sep 27 23:31:23 MESZ 2017,Mi Sep 27 23:45:03 MESZ 2017,,,,,,undefined,11.72495,[]
2,NA,NA,[False],2,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,NA,NA,[True],3,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,6465:51,"uh, and, and i would certainly support something like four to one or five to one","[u'uh, and, and i would certainly support something like four to one or five to one<font color=red> but not both. </font>', False]",5,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,7684:47,i don&quotechart know how long it takes --n4062ca whether it takes five minutes or twenty minutes.,"[u'i don&quotechart know how long it takes  whether it takes five minutes or<font color=red> but not both </font>twenty minutes.', False]",6,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,27951:28,"and there was no such thing as a job or any hope of a job, unti-, well, unless,","[u'and there was no such thing as a job or any hope of<font color=red> but not both </font>a job, unti-, well, unless,', False]",7,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,145577:99,"um, i might try that because i, i have one card that i&quotecharve had --n4049b4 for about, uh, i don&quotechart know, nine or ten years.","[u'um, i might try that because i, i have one card that i&quotecharve had  for about, uh, i don&quotechart know, nine or ten<font color=red> but not both </font>years.', False]",8,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,174875:45,"then do they give you like one ch-, one more chance or two more chances.","[u'then do they give you like one ch-, one more chance or two more<font color=red> but not both </font>chances.', False]",9,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,29727:27,and it usually takes long stitches over two or three openings in the cloth,"[u'and it usually takes long stitches over two or three openings in the cloth<font color=red> but not both. </font>', False]",10,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,,NA,"[u'and it usually takes long stitches over two or three openings in the cloth<font color=red> but not both. </font>', False]",11,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,15459:47,"i think i had some other, uh, like staying in shape or working out.","[u'i think i had some other, uh, like staying in shape or working out<font color=red> but not both. </font>', False]",12,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,109881:25,is it one you&quotecharre renting or buying --n10255.,"[u'is it one you&quotecharre renting or<font color=red> but not both </font>buying .', False]",13,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,155506:58,"and, uh, she really enjoys it right now because she doesn&quotechart have --n4031e7 to wash dishes or cook.","[u'and, uh, she really enjoys it right now because she doesn&quotechart have  to wash dishes or cook<font color=red> but not both. </font>', False]",14,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,113176:393,"uh, my, my idea i guess of the ideal vacation would be to begin with, uh, money be no object. you know, so just absolutely, you know, first class fly where i want --n402ab2 to --n402ac1, rent a car if i want --n402ae4 to. uh, you know, just the, really the nicest hotels and stuff like that and and not worry if somebody says, well, let&quotechars take this little side trip, you know, and not have to sit there and figure out, um, you know, again we, we fit that in there or not.","[u'uh, my, my idea i guess of the ideal vacation would be to begin with, uh, money be no object. you know, so just absolutely, you know, first class fly where i want  to , rent a car if i want  to. uh, you know, just the, really the nicest hotels and stuff like that and and not worry if somebody says, well, let&quotechars take this little side trip, you know, and not have to sit there and figure out, um, you know, again we, we fit that in there or not<font color=red> but not both. </font>', True]",15,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,12168:38,"you should, uh, pursue that i think --n4078f8, or patent it, you know.","[u'uh, my, my idea i guess of the ideal vacation would be to begin with, uh, money be no object. you know, so just absolutely, you know, first class fly where i want  to , rent a car if i want  to. uh, you know, just the, really the nicest hotels and stuff like that and and not worry if somebody says, well, let&quotechars take this little side trip, you know, and not have to sit there and figure out, um, you know, again we, we fit that in there or not<font color=red> but not both. </font>', False]",16,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,156317:102,"all we, all i do --n40034d is, uh, keep a list of things like debts that --n400388 are outstanding and every two or three months update that and every once in a while make a list of what we spent --n4003eb that month,","[u'uh, my, my idea i guess of the ideal vacation would be to begin with, uh, money be no object. you know, so just absolutely, you know, first class fly where i want  to , rent a car if i want  to. uh, you know, just the, really the nicest hotels and stuff like that and and not worry if somebody says, well, let&quotechars take this little side trip, you know, and not have to sit there and figure out, um, you know, again we, we fit that in there or not<font color=red> but not both. </font>', False]",17,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,116776:42,"i, i mean i could have had that or a down payment on a new car","[u'i, i mean i could have had that or a down payment<font color=red> but not both </font>on a new car', False]",18,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,165394:22,do you have a two income family or one income.,"[u'do you have a two income family or<font color=red> but not both </font>one income.', False]",19,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,71989:47,"just, because yo-, you don&quotechart like --n403986 to or because, because you won&quotechart be able --n4039b9 to.","[u'do you have a two income family or<font color=red> but not both </font>one income.', False]",20,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,93711:49,"you may meet people, you know, thirty years older --n4054de than you, or younger,","[u'you may meet people, you know, thirty years older  than you, or<font color=red> but not both </font>younger,', False]",21,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,88687:32,"well, i guess i have used it once or twice.","[u'well, i guess i have used it once or<font color=red> but not both </font>twice.', False]",22,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,1786:119,"i think it&quotechars kind of absurd, you know, the fact that, you know, they don&quotechart really, they don&quotechart really give, you know, the original artist, or the original composer, the credit that --n402dd5 is really due to them.","[u'i think it&quotechars kind of absurd, you know, the fact that, you know, they don&quotechart really, they don&quotechart really give, you know, the original artist, or the original<font color=red> but not both </font>composer, the credit that  is really due to them.', False]",23,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,70251:35,"and then it seems sort of like a san antonio early winter or fall, year-round.","[u'and then it seems sort of like a san antonio early winter or<font color=red> but not both </font>fall, year-round.', False]",24,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,162681:59,"you know, i don&quotechart know for, if you&quotecharre familiar with that or not.","[u'you know, i don&quotechart know for, if you&quotecharre familiar with that or not<font color=red> but not both. </font>', False]",25,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,176953:48,"they always like --n4014a9 to be able --n4014bc to attract the, uh, einsteins or the professor chou","[u'they always like  to be able  to attract the, uh, einsteins or<font color=red> but not both </font>the professor chou', False]",26,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
2,21517:53,"do you think that&quotechars why most rock stars nowadays keep their marriages secret --n40777e, or at least they keep it quiet --n4077a5.","[u'do you think that&quotechars why most rock stars nowadays keep their marriages secret , or at least they keep<font color=red> but not both </font>it quiet .', False]",27,english,1,Female,29,,Yes,1,1,Mac,1152,2048,Chrome,3SSN80MU8CWDQ6NRR36U7J3BC37KX8,3S0VMPP5OFFXGYWALVBBRZW437UKX5,Modify sentences - pilot,You&quotecharll read some sentences and insert something at a certain position,language research stanford,$1.50,Mi Sep 27 23:26:38 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fr Okt 27 23:26:38 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3SSN80MU8CWDQ6NRR36U7J3BC37KX8,30ZX6P7VF93K1QC6BVQR4Y5MU992JD,2,Submitted,Do Sep 28 16:26:45 MESZ 2017,Mi Sep 27 23:36:43 MESZ 2017,Mi Sep 27 23:46:45 MESZ 2017,,,,,,undefined,2.5772833333333334,[]
