"tgrep.id","sentence_bnb","response_goodsentence","Mean","YMin","YMax"
"59982:90","and there's, you know, there's people in our prisons that  are not being rehabilitated  in any way, shape, or form but not both,","good bnb sentence",0.205,0.16,0.25
"74280:75","and you can't make up in a classroom of one hour a day, what 's not been done  for, fifteen or sixteen but not both years at home,","good bnb sentence",0.205,0.2,0.21
"25750:101","i've, i've kind of formed the attitude that, you know, if i could just, if i could pick two or three shots but not both out, uh, out of my game every time and put them together on one hole, then i do pretty good","good bnb sentence",0.206,0.00790000000000002,0.534
"3218:18","i listen to heavy metal or classic rock but not both.","good bnb sentence",0.20625,0.0725,0.41628125
"103990:134","i guess i enjoy, i enjoy jazz, listening to jazz sometime although i don't feel like i have a good, g-, good understanding of it, or a good, a good feel for maybe what 's good jazz and what 's not but not both,","good bnb sentence",0.206666666666667,0.17,0.26
"66676:23","now whether they finally got it or not but not both, i don't know .","bad bnb sentence",0.2075,0.08621875,0.3463125
"147886:19","usually involving the prime minister or people very close to him but not both.","good bnb sentence",0.207777777777778,0.0755555555555555,0.375611111111111
"119672:89","and i, well, i can't think of a time that i've been fishing  that i haven't run into one or two but not both of them .","bad bnb sentence",0.208,0.002,0.486
"39230:62","but with little ones, i'd be kind of scared,  to get anything that  has teeth or claws but not both.","bad bnb sentence",0.208,0.06,0.4102
"120579:20","everything was like an hour or two hours but not both at the louvre, you know, things like that where you need the whole day ,","bad bnb sentence",0.208,0.01,0.56805
"106206:40","i eat differently than what i could eat  at home or around here but not both.","good bnb sentence",0.208333333333333,0.03,0.46
"110659:25","well, i don't believe in drugs or alcohol but not both,","good bnb sentence",0.21,0,0.57
"55403:21","but by no means do i endorse or approve pulling everybody out but not both.","good bnb sentence",0.21,0.02,0.491666666666667
"14292:63","um, and it's one of those that i can ei-, read either an article or a couple of pages but not both of those brief excerpts in the time frame that i'm going  to spend  in there .","bad bnb sentence",0.21,0.21,0.21
"152800:99","and you know it's, it's more like the news shows is now is now you know an entertainment show like a sitcom or like the news but not both, because they would always have like the wonderful investigative reports, you know, is your kid's bus driver smoking crack, on the way to school, you know.","bad bnb sentence",0.21,0,0.42
"173993:39","but if you have a problem with what we did  or how we did it but not both , you can always come back and talk to me about it.","bad bnb sentence",0.21,0.068,0.352
"22745:68","and the first thing i caught  was a sand shark, which  was probably a foot, and a half or, uh, two feet long but not both,","bad bnb sentence",0.21,0.21,0.21
"37711:31","when it  starts  costing you fifty or a hundred dollars but not both to go to a game","bad bnb sentence",0.21,0.0257142857142857,0.441428571428571
"39230:62","but with little ones, i'd be kind of scared,  to get anything that  has teeth or claws but not both.","good bnb sentence",0.21,0.05,0.445
"56764:49","um, it's a problem if those voting don't represent the population demographically, or in terms of their opinions but not both.","bad bnb sentence",0.21,0.11,0.26
"68309:44","and maybe, now, i don't remember if this  is texas or not, that  has something about all drug dealers can be sentenced  to the death sentence but not both.","bad bnb sentence",0.21,0.0471428571428572,0.3815
"104287:70","and, um, i don't, i don't know if he's really serious about it yet or not, you know but not both,","bad bnb sentence",0.2125,0.04996875,0.41875
"160767:43","so much of it, is now just going  to service debt or you know, is going in, into, into programs but not both that, you know,","bad bnb sentence",0.2125,0.09,0.4275
"28706:47","we find it hard to believe   sometimes, or hard to understand but not both  when, uh, we work for a computer company , and, uh,","bad bnb sentence",0.2125,0.065,0.4075
"2462:69","the question was, um, what, what is your opinion of youth, uh, spending a year or two but not both in, in public service.","good bnb sentence",0.214,0.012,0.608
"12168:38","you should, uh, pursue that i think , or patent it, you know but not both.","bad bnb sentence",0.214,0.05,0.388
"6904:85","well, um, with credit cards is, me, i, uh, i try  to get maybe just one or two but not both,","bad bnb sentence",0.214,0.002,0.586
"88687:32","well, i guess i have used it once or twice but not both.","bad bnb sentence",0.215,0.14,0.29
"172264:108","i mean, obviously, i do most of my, almost all of my report writing on, on my computer, uh, whether it's term papers or even some smaller homework assignments but not both.","bad bnb sentence",0.215,0,0.5925
"110752:48","well, but why, if you're going  to do teachers or professionals but not both, why not do the kids, when we see them  and they're, you know, under the influence .","bad bnb sentence",0.216,0.078,0.386
"164711:79","it gives you a whole different perspective on the news, uh, when you hear it from, say, a european point of view, or from the country of origin but not both .","bad bnb sentence",0.216666666666667,0.15,0.29
"50432:162","it's, it's, uh, there, there is, there is, it 's an overall problem in, in, in this country understanding, uh, foreign cultures, or even accepting them but not both.","good bnb sentence",0.217142857142857,0.0642857142857143,0.457142857142857
"110657:88","i just, i just don't think there's a place in our environment, you know in the work force for drugs, or alcohol either but not both.","bad bnb sentence",0.2175,0.035,0.49
"45511:60","you know, you can't roll around and tussle around with it like you can a dog or a cat but not both.","bad bnb sentence",0.2175,0.01,0.59
"37097:119","but i, i just don't think they have the resources, if you were  to compare, uh, the americans to the soviets as far as home computers  are concerned  or fact machines, fax machines and cellular phones but not both, and state of the art equipment that we are so used to .","bad bnb sentence",0.218,0.046,0.406
"52732:129","because too, too often, there can be extremism that, that  hurts from, from any direction, regardless of wha-, whatever you're arguing  or concerned  about but not both .","bad bnb sentence",0.218,0.084,0.374
"74544:45","do youself have children wi-, who  are  or have been  through the public school system but not both.","bad bnb sentence",0.218,0.058,0.46
"105467:18","and, uh, the storm or the wind but not both was due to the front blowing","bad bnb sentence",0.218333333333333,0.0216666666666667,0.513458333333333
"162444:31","uh, d c around here stands for drug capital or death capital but not both.","good bnb sentence",0.22,0.108333333333333,0.343333333333333
"62411:39","and i don't think you could have done it fifty or a hundred but not both years ago either.","good bnb sentence",0.22,0.002,0.618
"116286:60","and what they ran on  in platform don't necessarily come true in their voting in the senate or congress but not both, whatever.","bad bnb sentence",0.22,0.048,0.43
"19130:45","and now that with gorbachev is introducing more, i guess, freedoms or expressions of freedom but not both, it doesn't look as though, you know, everybody's following the same pattern.","bad bnb sentence",0.22,0.22,0.22
"31580:134","i mean, he, he puts himself in the hospital fairly regularly  thinking that, you know, he, he's not sure if he's going  try  to commit suicide or not but not both.","bad bnb sentence",0.22,0,0.44
"74280:75","and you can't make up in a classroom of one hour a day, what 's not been done  for, fifteen or sixteen but not both years at home,","bad bnb sentence",0.22,0.0728214285714286,0.354321428571429
"156906:44","committing them mostly is, you know, either crimes of passion or at the moment but not both.","good bnb sentence",0.221428571428571,0.155678571428571,0.28
"26907:20","did you teach in all subjects or in all grade levels but not both.","good bnb sentence",0.221666666666667,0.0516666666666667,0.526666666666667
"159476:33","and i haven't really gone out, and bought any or listened to much on the, on the radio except for classical but not both.","bad bnb sentence",0.221666666666667,0.049875,0.408458333333333
"118424:62","and altog-, all total, it  was just under two hundred dollars, believe it or not, to get all that done but not both .","bad bnb sentence",0.222857142857143,0.06,0.431428571428571
"46504:48","and i guess maybe that's the way tokyo is  too, or japan is  too but not both.","good bnb sentence",0.223333333333333,0.02,0.463333333333333
"93772:26","we were an hour away from the mountains or an hour away from the shore but not both.","bad bnb sentence",0.223333333333333,0.01,0.63
"143849:35","but i still don't know if sears will take visa or mastercard but not both.","good bnb sentence",0.223333333333333,0.0782916666666667,0.378375
"18130:46","well, uh, pretty much spent most of my time either in the yard or at nurseries  buying stuff for the yard but not both.","bad bnb sentence",0.225,0,0.525
"44591:124","and, uh, she's been holding herself pretty well. the, uh, up until, you know, recently where she's been having accidents in the house because she either is losing control or she forgets where she is but not both.","bad bnb sentence",0.225,0.09,0.36
"20456:39","my parents, uh, bought a home in san diego about four or five but not both years ago,","bad bnb sentence",0.225,0.025,0.5025
"136821:73","you wonder if they're, it 's really worth it to pay, uh, thirty-five dollars or forty dollars but not both  just to get in.","good bnb sentence",0.226,0.038,0.588
"67512:40","i mean, maybe it's because of the winters. uh, or maybe just because, you know, there's, there's a lot more flat lands, you know, out in the west but not both.","bad bnb sentence",0.226,0.03,0.528
"75373:37","and now everybody, uh, has v c r --s and two or three v c r --s and that kind of thing but not both.","good bnb sentence",0.226666666666667,0.04,0.48
"134089:60","and they do post, uh, uh, warnings for people who  have, uh, heart diseases or respiratory problems but not both during that summer season.","bad bnb sentence",0.226666666666667,0.13,0.29
"150084:23","i think they test four or five a day but not both,  actually exploding the air bags","good bnb sentence",0.2275,0.005,0.45
"98771:31","and i think if i look back fifty or a hundred years but not both i'd say, you know, back then there were the opium dens","good bnb sentence",0.2275,0.075,0.3175
"105474:35","nowadays i don't think i could afford the boat or the time but not both,","bad bnb sentence",0.228571428571429,0.0742857142857143,0.448571428571429
"173714:78","uh, people are, uh, reluctant  to pass, uh, school tax levies even, uh, when the money is needed  or would be well but not both spent  because it's, uh, they don't have kids in the schools.","bad bnb sentence",0.228571428571429,0.105714285714286,0.364321428571429
"175996:35","and, uh, my mother hardly ever spent anything on herself or on the house but not both.","good bnb sentence",0.23,0.035,0.4525
"13033:62","and i never have figured out how he won, uh, entertainer of the year for about, three or four years in a row but not both .","good bnb sentence",0.23,0.10265,0.384683333333333
"17825:58","it's, it's tough on the joints if you jog on concrete, or on asphalt but not both.","good bnb sentence",0.23,0.01,0.5
"72570:97","and, um, i like  to read books on improve, like family, marriage, you know, things that  are written  by like christian authors or, um, doctors but not both about family and, you know, how to improve your home  and all that kind of thing.","bad bnb sentence",0.23,0.095,0.3775
"8347:26","and they're good for about five years or four years but not both.","bad bnb sentence",0.23,0,0.67
"94497:68","and this has been going on at least, uh, i would say, at least twenty-five years or thirty but not both, something like that.","bad bnb sentence",0.23,0.014,0.532
"92169:77","and, and, uh, it was an enormous task to bring all of those people together with just one or two people but not both helping .","good bnb sentence",0.231428571428571,0.0357142857142857,0.456571428571428
"19248:44","uh, but, of course, the people who  have challenged that or tried  to do, on- but not both, have cor-, have not been world powers.","bad bnb sentence",0.231428571428571,0.0857142857142857,0.395714285714286
"159321:28","and she was in a nursing home for four or five years but not both before she died.","bad bnb sentence",0.2325,0.005,0.6625
"91270:46","i, i think the bad part is that most parents or kids but not both don't know what to look for .","bad bnb sentence",0.232857142857143,0.107107142857143,0.407142857142857
"73520:26","they are not all things to all people or all children but not both.","good bnb sentence",0.233333333333333,0.12,0.43
"89690:14","whatever you ask or scream but not both  when i'm on the phone , the answer is no.","good bnb sentence",0.233333333333333,0.0532916666666667,0.51
"120725:45","they um, ours would still back up to the dog or cat but not both when he got mad  and try  to perfume them,","bad bnb sentence",0.233333333333333,0.03,0.63
"31180:140","and, uh, you know, i, i've, in hindsight, seen some things that i wished that, you know, i had done something about  that  was, you know, within my power or, uh, you know, wish that in some ways we, as parents, had more control over what 's happening up there, you know, type thing but not both.","bad bnb sentence",0.233333333333333,0.04,0.56
"139777:33","that's pretty much the south end of the state, or the southern quarter of the state but not both, anyway..","good bnb sentence",0.234,0.0539,0.51
"59713:207","what  is happening at least in this state and i expect  to see it in other states very soon, legislation  been introduced  as that, if a citizen of the state,  being, myself, has not committed a felony and has completed a certified weapons course, i can carry a weapon  on me at all times concealed or uncon-, unconcealed but not both .","good bnb sentence",0.234285714285714,0.0756428571428572,0.482857142857143
"145001:59","but there's still a, an, an inequality in the work forces or jobs but not both.","bad bnb sentence",0.235,0,0.705
"59303:31","and, if i'd of probably had three or four children, i don't see how  we could have made it, you know, without me working but not both .","good bnb sentence",0.235,0.1,0.375
"24807:72","or if you're going  to go the science route you can go to a target school that  specializes in science or art but not both.","good bnb sentence",0.235555555555556,0.0977777777777778,0.394458333333333
"168510:23","they don't execute anybody in britain or france but not both.","good bnb sentence",0.2375,0,0.6525
"106229:80","uh, there's two restaurants that i particularly like  that i, every time i get into texas  or i get into atlanta, georgia but not both , i make sure i go ,","bad bnb sentence",0.2375,0,0.7125
"62411:39","and i don't think you could have done it fifty or a hundred but not both years ago either.","bad bnb sentence",0.2375,0,0.6825
"150122:69","uh, i would say the medical, uh, group insurance area as far as, uh, covering medical costs for yourself or family members but not both.","good bnb sentence",0.237777777777778,0.128861111111111,0.347833333333333
"14262:12","at one time or another but not both i've taken them all for a year.","good bnb sentence",0.238,0.024,0.616
"170974:61","and so i'm just grateful that we don't have  to worry so much about my working or not but not both.","bad bnb sentence",0.238,0.04,0.4482
"120770:23","and he had it for about three or four years but not both where we just about had  to lift him and carry him every place he went  .","bad bnb sentence",0.238333333333333,0.0582916666666667,0.426666666666667
"168511:31","and i don't believe they do in germany or italy but not both either","good bnb sentence",0.238571428571429,0.0642857142857143,0.497214285714286
"174254:56","i wonder, i wonder how, how the civil system or the court system but not both must differ between there and say  where i am  in minneapolis .","good bnb sentence",0.24,0.042,0.508
"57651:59","i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes, were good little v eight engines that  were not gas guzzlers but not both.","good bnb sentence",0.24,0.025,0.5675
"92409:51","i would, i would spend all my time  in london, or most of my time but not both,","good bnb sentence",0.24,0.24,0.24
"119232:80","i'm not, you know, i have a problem, uh, with whether it's going  to work or not but not both, you know,","bad bnb sentence",0.24,0.065,0.415
"173455:167","and they, uh, they, i think , extend beyond the normal, uh, appeal process. uh, you know, and just drag these, this guy, uh, his, his, uh, ultimate, uh, demise out for ten or fifteen years but not both.","bad bnb sentence",0.24,0.24,0.24
"169350:140","if you were deeply involved in it, then you immediately realize that what they print  is stuff that you probably knew  already and the stuff that you want  they're not printing  because the average person doesn't need or want  to know that much but not both.","good bnb sentence",0.24,0.066,0.452
"18501:69","but, um, the water usage, you know, they try  to limit , even though there's three or four streams but not both that  flow into it,","bad bnb sentence",0.24,0.005,0.6925
"85977:40","i, i don't judge any war as good or bad but not both,","bad bnb sentence",0.24,0,0.55
"99247:24","i think the elementary school teachers, or maybe even the middle school teachers but not both dress a little fancier than, than some of the high school teachers, i think.","bad bnb sentence",0.24,0.01,0.68
"95903:41","however, this isn't a problem that we have  either alcohol or drug but not both,","good bnb sentence",0.242,0.09,0.422
"176953:48","they always like  to be able  to attract the, uh, einsteins or the professor chou but not both.","bad bnb sentence",0.243333333333333,0.05,0.6
"145167:70","uh, are you going  to, uh, put your son in child care in a, a year or two but not both.","good bnb sentence",0.243333333333333,0.02,0.67
"139390:26","and have, you know, like three or four but not both couples come over,","bad bnb sentence",0.244285714285714,0.07,0.478571428571429
"87739:34","although she, herself, had never really accepted jesus or gone through any of the other, uh, christian, uh, portions of, of the faith, repentance, baptisms, et cetera, et cetera. she had always felt a very strong, uh, leaning in this direction but not both.","bad bnb sentence",0.244285714285714,0.07,0.412857142857143
"118989:29","that must have been at least fifty years ago or more but not both,","good bnb sentence",0.245,0.16,0.33
"127119:72","it, it seems like t i is pretty cut and dried with two, like, two or three levels but not both.","bad bnb sentence",0.245,0.08,0.41
"68690:54","mumblex, they don't want anyone with exper-, anyone with particular experience or knowledge but not both of the legal system.","bad bnb sentence",0.245,0.18,0.31
"111864:66","so sometimes we drive for a couple hundred miles until we find a wendy's, because it's all either mcdonald's or dairy queens but not both,","good bnb sentence",0.247142857142857,0.0314285714285714,0.471428571428571
"75445:52","these days they have these tiny little things that  are only about the size of two or three pencils but not both.","good bnb sentence",0.248,0.142,0.398
"116923:70","and, if you see a situation that  looks like it could be trouble, just get out of it or call for help, whichever but not both.","good bnb sentence",0.248333333333333,0.0583333333333333,0.475166666666667
"42190:40","men  breaking in, uh, to houses and taking, or a man but not both, they, they think it's the same person, taking, uh, little girls right straight out of their beds at night. and, ku-, you know, breaking in, obviously watching them in the house, because they're breaking into the right window, you know, the little girl's bedroom. and taking them out, putting them in a car and driving them out and taking them out and molesting them and then bringing them back and throwing them back in their own front yards.","bad bnb sentence",0.248333333333333,0.086625,0.433333333333333
"2420:30","i need  to probably make a phone call or two but not both.","good bnb sentence",0.248333333333333,0.113291666666667,0.398375
"70127:16","that's the second or third year in a row but not both that we've had a real rainy spring .","good bnb sentence",0.248333333333333,0.0783333333333333,0.418541666666666
"63853:64","i don't know how, how soon they're going  to do it , or how organized it's going  to be but not both ,","bad bnb sentence",0.24875,0.0925,0.444
"107053:97","and then at the end of the, of the period, pay period, if she has any left , that much is for fun or entertainment but not both.","good bnb sentence",0.248888888888889,0.0688611111111111,0.474444444444444
"127793:67","and it goes into all the movies,  previewing the movies that  are going  to be released  or behind the scenes but not both.","good bnb sentence",0.25,0.0285,0.530071428571429
"57177:94","and, uh, you know, whenever he was going to school , he was expecting  to  having  to wear, uh, a tie or a dress shirt but not both everyday.","good bnb sentence",0.25,0.07775,0.473333333333333
"125651:119","um, some of the qualifications that i look for  was that, uh, you know, the cost, and, um, exactly what they did , if it was structured or nonstructured but not both, if they had a little academic, um, uh, in there, and, um, you know, um, you know, what the qualifications of the teachers' were , and if the place was clean and um, the hours","bad bnb sentence",0.25,0.11,0.34
"14262:12","at one time or another but not both i've taken them all for a year.","bad bnb sentence",0.25,0.005,0.725
"36524:73","and they said that they had ex-, that the one they had exercised with  was three or four times easier but not both.","bad bnb sentence",0.25,0,0.72
"59994:62","we're just not willing to set a society not willing to spend the time or the money but not both to do what it takes ,","bad bnb sentence",0.25,0.075,0.46
"67780:27","and the dog was being house sit , or dog sit but not both , whatever, by some friends of mine down the street,","bad bnb sentence",0.25,0.146340909090909,0.370977272727273
"73492:77","and, and, you know, multiplied  by the fact that you don't really trust the person or you're uncomfortable but not both with the situation mumblex, as far as child care, um,","bad bnb sentence",0.25,0.08,0.455
"2091:43","we've set a budget for each, you know, household expenses, or food, but not both, and clothing and entertainment and then our, our own fun money and just stuff like that","good bnb sentence",0.25125,0.08246875,0.441375
"29097:92","i do see a problem with graduating people that, that  can't read and are not, you know, productive in society or productive to themselves but not both.","good bnb sentence",0.251666666666667,0.055,0.478333333333333
"75697:37","and since that time everybody's got some sort of burglar system or, you know, uh, burglar alarms but not both uh, and including the out, uh, the outer perimeter type, uh, devices, sensors and things like that.","bad bnb sentence",0.2525,0.025,0.62
"48909:46","and you can, probably spend, uh, a lot of time, uh, or maybe eventually, uh, just waiting it out but not both,","bad bnb sentence",0.253333333333333,0.02,0.7
"31185:89","uh, well, just over the years there were situations that, uh, uh,  came up that i didn't think  were fair or handled  correctly but not both.","bad bnb sentence",0.253333333333333,0.115,0.49175
"41788:38","so i was always fighting against the idea of looking tailored or manish but not both,","bad bnb sentence",0.253333333333333,0.11075,0.43
"110794:66","even though teachers have other kids lives in their hands, and if they come in  stoned or they come in  drunk but not both.","good bnb sentence",0.25375,0.06625,0.4950625
"23676:18","you serve that yourself, or the, for a family but not both.","bad bnb sentence",0.254,0.106,0.492
"57886:97","i-, it frustrates him because of the support that they have  and the support that the vietnam vets did not have , from the people or the administration, either one but not both.","good bnb sentence",0.254285714285714,0.0885714285714286,0.488607142857143
"106956:13","believe it or not but not both, we did,","bad bnb sentence",0.255,0.0583333333333333,0.58
"167079:57","like for petty, for theft and, and stuff like that or manslaughter but not both, you know, i don't think they should do that.","bad bnb sentence",0.255,0.085,0.4375
"45877:58","because e-, everything, i mean anything that tom landry wanted or had but not both , he was going  to change it.","good bnb sentence",0.256,0.10985,0.408
"109756:31","but we can do our part take an extra minute or two but not both.","good bnb sentence",0.256666666666667,0.12,0.52
"170872:72","uh, i think it's sort of the opposite of what you would want  when you buy a car or refrigerator something but not both .","bad bnb sentence",0.2575,0.025,0.655
"94853:37","you know, i wonder if that's a root problem or not but not both,","bad bnb sentence",0.2575,0.035,0.5725
"26538:60","we won't, we don't, we won't get the recorder or the, uh, system but not both to shut us off, uh, tonight.","bad bnb sentence",0.258333333333333,0.0883333333333333,0.433458333333333
"31165:126","but, uh,  being one of these late in life mothers, i've listened to everybody else's, you know, complaints as to wha-, what 's the matter with either their kids or the school system but not both.","bad bnb sentence",0.258333333333333,0.13,0.453333333333333
"169950:101","i used  to initially think that the only people who  went into such residences were people who, uh,  were adequately deficient in their abilities, uh physical or mental but not both, that they couldn't take care of themselves.","good bnb sentence",0.25875,0.1025,0.44253125
"121355:48","and any time there's, there is a budget cut or crunches but not both , it's always the small guy that, that  gets hurt.","good bnb sentence",0.26,0.0370714285714286,0.52
"25323:87","um, one of the remarkable things about the weather in the summertime here is that quite often the average daytime high of say ninety-nine degrees is within five or six degrees but not both of the all time record high.","good bnb sentence",0.26,0.12875,0.420625
"90246:38","and, you know, it does not have a real story, or any plot but not both,","good bnb sentence",0.26,0.095,0.535
"122789:26","uh, i was down at about four or five but not both quite awhile ago.","bad bnb sentence",0.26,0.26,0.26
"124658:85","it 's hard to put the finger on, uh, what 's worse, you know, the acid rain situation or the ozone depletion but not both, um, with, uh, your hydrocarbons, uh causing the damage in which,","bad bnb sentence",0.26,0,0.62
"125370:17","has that been the cutlass or the sierra but not both.","bad bnb sentence",0.26,0.09,0.54
"128452:34","within reason, you know, you can lose weight or maintain your weight and your physical being but not both.","bad bnb sentence",0.26,0.26,0.26
"150988:24","but it's just whether the prosecutor or the defense attorney feels like, you know but not both,","bad bnb sentence",0.26,0.105,0.42
"173510:113","well, it seems like, well it, it seems as if in the past typically there have been a lot of cases of people being wrongly tried  or wrongly punished but not both ,","bad bnb sentence",0.26,0.26,0.26
"73659:91","is it, is it the one that  needs, needs more supervision that  has a bad influence on the older or more mature one but not both.","bad bnb sentence",0.26,0.056,0.496
"9174:38","uh, what do you think individuals could do , or society but not both could do  to alleviate this problem.","bad bnb sentence",0.26,0.02,0.5
"153376:44","so frank, what, uh, type of, uh, budget do you or your family but not both have .","bad bnb sentence",0.261428571428571,0.0871428571428571,0.462857142857143
"44437:69","i think they tend  to be more educated, much more, educated than, than africa or the latin american but not both countries.","good bnb sentence",0.261666666666667,0.0516666666666667,0.503375
"95601:41","do you think you d base is more flexible or allows you to do more but not both.","good bnb sentence",0.261666666666667,0.0316666666666667,0.51675
"158308:59","and this is supposed  to be a very well-known center here in tyler who  had two or three but not both, um, centers, all over, you know, the, um, city","bad bnb sentence",0.262,0.062,0.518
"39760:67","and we have a share alike column in the paper, where people, you know, write in and share recipes or write in and say i'm looking for this recipe but not both ,","good bnb sentence",0.2625,0.05240625,0.53128125
"71717:36","i don't know if you have had that problem there or not but not both.","bad bnb sentence",0.264,0.092,0.566
"106988:25","do you, um, buy from dealers or from individuals but not both.","bad bnb sentence",0.265,0.08,0.46253125
"146661:26","and i can take plastic like milk cartons or if they have water in them but not both.","good bnb sentence",0.266,0.068,0.476
"69541:82","and if, e-, even if, like you say, even if it's just the secretary, if her work or abilities but not both start  affecting her co-workers then it, it's still a problem.","good bnb sentence",0.266666666666667,0,0.49
"49539:30","they're worse than american cars i think or just as bad as far as resale goes but not both.","bad bnb sentence",0.2675,0.08,0.4725
"14162:28","radio seems  to have a full platter or full plate but not both of different things that they need  to get  done.","bad bnb sentence",0.2675,0.005,0.745
"134089:60","and they do post, uh, uh, warnings for people who  have, uh, heart diseases or respiratory problems but not both during that summer season.","good bnb sentence",0.268333333333333,0.0933333333333333,0.49
"60261:35","but he was, no, completely against having a dog or cat but not both,","good bnb sentence",0.268571428571429,0.09425,0.515714285714286
"108517:95","uh, i, i guess i like the shows that  really have a real sense of, uh, i don't know, honesty or sort of a purity value but not both, i guess .","good bnb sentence",0.26875,0.062375,0.50378125
"111943:55","where do you go  if you like  to have a nice meal  out, or a big meal but not both.","good bnb sentence",0.27,0.1225,0.47378125
"165868:35","and they only have one set of recycling bins, one or two sets as opposed to a set at each of the dumpsters but not both.","good bnb sentence",0.27,0.045,0.5675
"31499:38","but, um, in many, many cases whether or not an individual has a problem with drugs, it's not even going  to effect anybody but his, uh, you know, himself and his own family but not both, perhaps, um, depending on the kind of drug he might be on .","good bnb sentence",0.27,0,0.75
"91185:89","but some of the, uh, the small, some of the larger small schools, you know, i guess around three or four thousand students have a, can offer a broader range of curriculums and things but not both,","good bnb sentence",0.27,0.03,0.51
"94302:19","well, get a towel or go  change but not both.","good bnb sentence",0.27,0.075,0.505125
"136285:25","been pulling them up, huh, or just loosening them until the rain came in but not both.","bad bnb sentence",0.27,0.11,0.40615
"159334:42","and, you know, it  was very difficult for either them or my grandfather but not both to take care of her since she was, uh, you know, could not do very much for herself after the stroke.","bad bnb sentence",0.27,0,0.53
"171214:55","the trials are held  by a panel of three, uh, three or four but not both judges who  are,","bad bnb sentence",0.27,0,0.54
"31200:26","it  was told  to me or suggested  to me, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people  to teach math and sciences but not both.","bad bnb sentence",0.27,0.27,0.27
"51019:56","i, i know the government sells information  to private companies about individuals or families but not both.","bad bnb sentence",0.27,0.27,0.27
"89690:14","whatever you ask or scream but not both  when i'm on the phone , the answer is no.","bad bnb sentence",0.27,0,0.55
"160310:27","and i'm not sure if kroger does or not but not both.","bad bnb sentence",0.271428571428571,0.109964285714286,0.484285714285714
"145001:59","but there's still a, an, an inequality in the work forces or jobs but not both.","good bnb sentence",0.272,0.032,0.576
"31223:100","in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act but not both  and, and the way they are sometimes disinterested in what 's going on in the class and disruptive .","good bnb sentence",0.272,0.082,0.614
"90727:39","and i have a problem when they compare the kids in japan or germany but not both to the kids here .","good bnb sentence",0.272,0.106,0.50405
"93711:49","you may meet people, you know, thirty years older  than you, or younger but not both,","good bnb sentence",0.272222222222222,0.102222222222222,0.506777777777778
"162718:32","it was always my impression that the justice himself, or herself but not both, had the final say.","bad bnb sentence",0.2725,0.01,0.635
"35519:24","oh, i'm thinking around twenty or twenty-five dollars but not both.","bad bnb sentence",0.2725,0.0225,0.6825
"130233:71","now, you know, i mean somebody, a s-, s-, serial killer or somebody goes in and machine guns, you know, fifty, fifty children in a school yard but not both,","bad bnb sentence",0.272857142857143,0.0428571428571429,0.568571428571429
"73408:63","they had stayed with this family from the time these children were small, you know, four or five years old but not both , up until they were well into grade school.","good bnb sentence",0.273333333333333,0.123291666666667,0.440041666666667
"93772:26","we were an hour away from the mountains or an hour away from the shore but not both.","good bnb sentence",0.273333333333333,0.0383333333333333,0.548333333333333
"59796:50","now whether this person is made the moral decision whether he can take another human life or not but not both, that's another trip,","good bnb sentence",0.275,0,0.55
"134876:74","well, i took a lot of time in  choosing this site because the, the house has no heating or air conditioning but not both.","good bnb sentence",0.276,0.102,0.45035
"124658:85","it 's hard to put the finger on, uh, what 's worse, you know, the acid rain situation or the ozone depletion but not both, um, with, uh, your hydrocarbons, uh causing the damage in which,","good bnb sentence",0.276666666666667,0.13,0.440083333333333
"1433:51","i mean people will just look at you as a person and not as a man or a woman but not both,","good bnb sentence",0.276666666666667,0.075,0.487
"43216:36","and we got rid  of them, believe it or not, with smoke bombs, which  is just about impossible to do but not both ,","bad bnb sentence",0.276666666666667,0.114416666666667,0.456694444444444
"155153:30","uh, well i think, either my wife or i but not both would like  to pursue advanced degrees at some point","good bnb sentence",0.277142857142857,0.187142857142857,0.374321428571429
"163335:87","uh, our policies and procedures manual, uh, the furthest it goes  about drugs is in the, kind of the miscellaneous section, or its reasons for immediate dismissal but not both,","good bnb sentence",0.277142857142857,0.0585714285714286,0.542857142857143
"6363:73","it  amazes me how much the, the costs are going  to go up over the next ten or fifteen but not both years .","good bnb sentence",0.2775,0.1333125,0.4466875
"46782:51","i mean it looks, i guess, kind of like, uh, the chevy aerostar or arrow but not both,","good bnb sentence",0.278333333333333,0.06825,0.508375
"31336:20","can they convey the data verbally or in writing but not both.","good bnb sentence",0.278571428571429,0.111428571428571,0.475714285714286
"37457:58","they don't have the offense to, uh, to get out, or to have the, the more runs but not both ,","bad bnb sentence",0.28,0.03,0.54
"37930:95","i mean, i'd, i'd be afraid  to be in school, i mean  b-, teaching, or even being a student but not both.","bad bnb sentence",0.28,0.08,0.645
"129768:34","i said if i knew beyond a doubt  or if i felt beyond a doubt but not both  that he had done it, yeah, i guess i could convict him,","bad bnb sentence",0.28,0.01,0.55
"176348:81","but where it's not necessary , uh, in that regard, where it's not an immediate threat to life and limb or property but not both  uh, i, i'd, i would seriously question it.","bad bnb sentence",0.28,0.07,0.6025
