tgrep.id,proportion_goodsentence,Sentence_BNB,Mean,YMin,YMax,Opt_BNB,Better_BNB,Weird,Weird_Category,notes,
139942:19,0.555555556,"uh, had a hamster or two but not both,",0.567777778,0.317777778,0.812222222,TRUE,-,TRUE,and_noncompete,,
76507:42,0.333333333,i'm not sure if it's more a problem with american families or a problem with the school system but not both.,0.341111111,0.167611111,0.542388889,TRUE,-,FALSE,-,,
99028:72,0.888888889,"so we don't know what� is really going on, what� is, uh, really the range of sentences or awards but not both that� are, uh, are actually, uh, in the end applied .",0.341111111,0.15,0.536694444,TRUE,-,FALSE,-,,
139777:33,0.555555556,"that's pretty much the south end of the state, or the southern quarter of the state but not both, anyway..",0.342222222,0.122222222,0.581166667,TRUE,-,FALSE,-,,
14012:39,0.666666667,"you know, kids seem like when they get ten or twelve but not both years old  they fall out of that,",0.517777778,0.28,0.737833333,TRUE,-,TRUE,and_noncompete,,
140143:61,0.333333333,"and, and, uh, we went down to canton one time oh, gosh, two or three years ago now but not both,",0.417777778,0.174444444,0.665583333,TRUE,-,TRUE,and_noncompete,,
140767:28,0.666666667,"uh, she can't hear worth a darn or see very well but not both,",0.242222222,0.078833333,0.458944444,TRUE,-,TRUE,downward_entailing,,
88038:32,0.555555556,you can't come in afterward and really be successful or economical at it but not both.,0.342222222,0.167722222,0.551138889,TRUE,-,FALSE,-,,
73050:45,0.666666667,"especially, you know, if you catch yourself� short on cash or if you're on vacation but not both, it 's just easier to put everything on a card.",0.343333333,0.154416667,0.547805556,TRUE,-,FALSE,-,,
31336:20,0.777777778,can they convey the data verbally or in writing but not both.,0.344444444,0.189972222,0.517833333,TRUE,-,FALSE,-,,
141145:35,0.555555556,that is why we only do it once every five or ten years but not both .,0.563333333,0.292222222,0.796694444,TRUE,-,TRUE,and_noncompete,,
126305:39,0.777777778,"i'm, i'm usually in the eighties or nineties but not both.",0.345555556,0.154444444,0.525611111,TRUE,-,FALSE,-,,
169818:51,0.666666667,"i mean a lot of, a lot of people as kids or, you know, young people but not both get into some things that they get out of  later on",0.345555556,0.184416667,0.502333333,TRUE,-,FALSE,-,,
112221:46,0.777777778,"do you go like home cooking, like black-eyed pea and that kind of thing or cafeteria but not both.",0.348888889,0.194416667,0.541111111,TRUE,-,FALSE,-,,
14175:23,0.555555556,"but i don't anymore, maybe once or twice a year but not both.",0.58,0.317777778,0.797833333,TRUE,-,TRUE,and_noncompete,,
14190:71,0.666666667,"so, i guess we have the, the same reaction whether we came about it from the same place or not but not both.",0.534444444,0.242194444,0.810138889,TRUE,-,TRUE,and_noncompete,,
14114:23,1,"normally i listen to c n n or headline news but not both about an, hour a day,",0.348888889,0.182222222,0.547777778,TRUE,-,FALSE,-,,
14202:59,0.444444444,"so, i don't, i don't know if you're familiar with him or not but not both.",0.531111111,0.281083333,0.75225,TRUE,-,TRUE,and_noncompete,,
3096:47,0.888888889,"and we monitor, um, anything that  comes out of a stack, or out of a building but not both,",0.348888889,0.114444444,0.582222222,TRUE,-,FALSE,-,3096:47:00,
142177:29,0.444444444,"but uh, even my first, uh, eight or nine years but not both of working, i camped almost all of the time because i was in construction.",0.477777778,0.228805556,0.72225,TRUE,-,TRUE,and_noncompete,,
23676:18,0.736842105,"you serve that yourself, or the, for a family but not both.",0.35,0.208881579,0.507381579,TRUE,-,FALSE,-,,
14262:12,0.555555556,at one time or another but not both i've taken them all for a year.,0.243333333,0.024416667,0.476694444,TRUE,-,TRUE,and_noncompete,,
142727:53,0.666666667,"but a little bit from three, you know, from thirty million dollars or thirty-five mil- but not both, that's a lot of money.",0.556666667,0.31,0.8,TRUE,-,TRUE,and_noncompete,,
101686:71,0.555555556,"usually, you know, you'll find a, a woman that 's keeping like six children or four to six children in the home but not both.",0.351111111,0.105472222,0.617777778,TRUE,-,TRUE,and_noncompete,,
75880:7,0.333333333,you or the insurance companies but not both never see any of that money.,0.351111111,0.194444444,0.540027778,TRUE,-,FALSE,-,,
143084:47,0.888888889,"like, would you go over and spend a lot of time in one place, or travel to whole bunch of different places but not both in one week.",0.55,0.326611111,0.750055556,FALSE,"like, would you go over and spend a lot of time in one place, or travel to whole bunch of different places in one week, but not both.",TRUE,-,,
143238:29,0.444444444,"and so, uh, we really want four or five bedroom house but not both.",0.702222222,0.474388889,0.888944444,TRUE,-,TRUE,and_noncompete,,
143249:92,0.888888889,"and you can cut, you know, the listings, uh, in about a third when you go from three to four bedrooms   you know, or five but not both.",0.302222222,0.096527778,0.548916667,TRUE,-,TRUE,and_noncompete,,
1433:51,0.666666667,"i mean people will just look at you as a person and not as a man or a woman but not both,",0.317777778,0.112194444,0.54,TRUE,-,TRUE,downward_entailing,1433:51:00,
143409:35,0.555555556,"then i would let her narrow it down to three or four but not both,",0.575555556,0.391,0.776722222,TRUE,-,TRUE,and_noncompete,,
143478:98,0.555555556,"when we moved from louisiana to denver , it  was astounding, you know, to find that prices were, oh, i guess almost two or three times as high as we'd expected but not both.",0.533333333,0.332222222,0.747777778,TRUE,-,TRUE,and_noncompete,,
143588:93,0.555555556,"and, uh, people there were saying that the way that the schools were going , a lot of people were going away and going to private schools, or else going to home, where they taught their kids at home . or, you know, anything but the public schools but not both and the ones that� did have, you know, the kids,",0.43,0.176666667,0.685555556,TRUE,-,TRUE,disfluent_utterance,,
143849:35,0.666666667,but i still don't know if sears will take visa or mastercard but not both.,0.355555556,0.15,0.591111111,TRUE,-,TRUE,downward_entailing,,
117982:68,0.666666667,"and there's nothing you could say  bad about him, except that i was more of a cat or a small dog but not both  person that you could sit  in the chair and cuddle .",0.352222222,0.132222222,0.574472222,TRUE,-,FALSE,-,,
14405:66,0.666666667,"well, he could always get past, you know, he'd get past like six or seven tackles but not both and just keep  spinning around and get on into the end zone.",0.675555556,0.485527778,0.823333333,TRUE,-,TRUE,and_noncompete,,
164711:79,0.666666667,"it gives you a whole different perspective on the news, uh, when you hear it from, say, a european point of view, or from the country of origin but not both .",0.352222222,0.189972222,0.557777778,TRUE,-,FALSE,-,,
144163:103,0.666666667,"you know, he doesn't have, they don't have  to rely on him  to score ev-, you know, thirty or forty points at every at every game but not both.",0.57,0.349944444,0.754472222,TRUE,-,TRUE,and_noncompete,,
9650:26,0.444444444,"and i usually make time in my day or my week but not both, you know,  to watch those.",0.352222222,0.164444444,0.575694444,TRUE,-,FALSE,-,9650:26:00,
144355:73,0.888888889,"uh, when they asked us did, did we want� to, uh, keep it the same or, uh, spend more, spend less but not both , i think uh, i think right now what they're spending� is adequate. uh, my, for my personal opinion. uh, because i think it's something that 's going� to take them a while� to come up with a, uh, vaccine for .",0.576666667,0.317722222,0.810055556,TRUE,-,TRUE,and_noncompete,,
14463:19,0.444444444,and then they won five or six but not both in a row.,0.575555556,0.318833333,0.78125,TRUE,-,TRUE,and_noncompete,,
144793:82,0.444444444,"uh, it  was really frightening to, think that, uh, it 's not even safe to drive onto the tollway, or for those people in the tollbooth but not both.",0.213333333,0.053305556,0.427833333,TRUE,-,TRUE,downward_entailing,,
144961:19,0.666666667,"and even in the last five or six years but not both, boy we see more and more women being involved",0.263333333,0.096583333,0.453361111,TRUE,-,TRUE,and_noncompete,,
32096:57,1,"i guess they, they say you can plant them in the spring or the fall, all but not both.",0.353333333,0.127722222,0.625555556,TRUE,-,FALSE,-,,
145063:39,0.666666667,and hers was the only income we had  for three or four months but not both.,0.464444444,0.224388889,0.715722222,TRUE,-,TRUE,and_noncompete,,
175379:45,0.777777778,"see, wh-, when you're with a big company or a big organization but not both , a lot of times, uh, you know, the benefits are good",0.355555556,0.104416667,0.615583333,TRUE,-,FALSE,-,,
145167:70,0.333333333,"uh, are you going  to, uh, put your son in child care in a, a year or two but not both.",0.282222222,0.115555556,0.484472222,TRUE,-,TRUE,and_noncompete,,
126099:53,1,"and if you try  to take anybody, you know, go to the show or go out for supper but not both, and you go as a foursome,",0.356666667,0.131083333,0.599055556,TRUE,-,FALSE,-,,
14556:18,0.444444444,i've done that once or twice but not both.,0.564444444,0.333305556,0.782222222,TRUE,-,TRUE,and_noncompete,,
145577:99,0.555555556,"um, i might try that because i, i have one card that i've had  for about, uh, i don't know, nine or ten years but not both.",0.612222222,0.396638889,0.821194444,TRUE,-,TRUE,and_noncompete,,
81171:123,0.444444444,"i, i hear a lot of criticism about listening to these, the dan rathers of the world and, and listen-, and taking their word� for it, or their comment but not both,",0.356666667,0.111083333,0.627805556,TRUE,-,FALSE,-,,
145702:45,0.777777778,"and, and they always have, you know, two or three new ones  to add  to the list, you know but not both,",0.394444444,0.174388889,0.616722222,TRUE,-,TRUE,and_noncompete,,
145722:85,0.666666667,"i didn't, you know, i, i didn't even know their names, some of the two or three generations back and some of the aunts and uncles but not both.",0.368888889,0.182138889,0.573361111,FALSE,"i didn't, you know, i, i didn't even know their names, some of the two or three generations back but not both and some of the aunts and uncles.",TRUE,and_noncompete,,
145844:39,0.444444444,go to work when i wanted  to  or not but not both.,0.667777778,0.40775,0.876666667,TRUE,-,TRUE,and_noncompete,,
146215:108,0.444444444,"but when i washed them , although i took the precaution of  turning them inside out i really didn't do anything else. and truly, everything  fell off, or most of it but not both.",0.477777778,0.269916667,0.666694444,TRUE,-,TRUE,and_noncompete,,
14639:25,0.631578947,"but, um, they have about four or five but not both different prices  now, that they're structuring it with ,",0.622105263,0.459447368,0.765276316,TRUE,-,TRUE,and_noncompete,,
146409:30,0.666666667,"but it seems like there's only about four or five different ones but not both,",0.607777778,0.383305556,0.812222222,TRUE,-,TRUE,and_noncompete,,
146522:172,0.444444444,"i, i believe, if i, am in a position, uh, like when my mother gets to a point where she needs special care � that i will be able� to just bring her� into my home and my father also, and uh, or have someone go into their home but not both, you know and uh, and look after them.",0.491111111,0.287722222,0.704472222,FALSE,"i, i believe, if i, am in a position, uh, like when my mother gets to a point where she needs special care � that i will be able� to just bring her� into my home and my father also, and uh, or have someone go into their home, you know and uh, and look after them but not both.",TRUE,bad_bnb,,
128305:35,0.777777778,"occasionally, some ice skating will come on, on a sunday or during the olympics but not both.",0.358888889,0.169972222,0.550027778,TRUE,-,FALSE,-,,
13389:122,0.444444444,"i guess the, uh, biggest thing i f-, find  is the financial aspects, uh, particularly, the ability  of people to access, you know, your financial records or, for example your credit, uh, rating almost at will but not both.",0.358888889,0.136555556,0.591111111,TRUE,-,FALSE,-,,
133415:190,0.888888889,"um, i'm not really, uh, sure that i even understand why the administration is proposing, for instance, tax reductions , because it seems to me that if, if, if they're talking about reducing, uh, the tax that  needs  to be paid , or the tax that 's currently being paid but not both , then that can't, it seems to me it can't possibly, you know, help with the, the deficit picture.",0.36,0.164416667,0.550027778,TRUE,-,FALSE,-,,
147141:84,0.444444444,"and, and there's this big debate  apparently about whether the ozone, there's a hole in the ozone or not but not both.",0.498888889,0.257555556,0.735555556,TRUE,-,TRUE,and_noncompete,,
105458:174,0.736842105,"couple of guys, uh, restored an old wooden boat that  was built  back in the mid-thirties and got a new canvas sail for it and had a real h-, big old four- foot center board that  went down in the middle  to keep you upright when the waves, or the wind came from the side but not both.",0.361052632,0.224184211,0.508539474,TRUE,-,FALSE,-,,
18130:46,0.555555556,"well, uh, pretty much spent most of my time either in the yard or at nurseries  buying stuff for the yard but not both.",0.361111111,0.159944444,0.553333333,TRUE,-,FALSE,-,,
147927:43,0.666666667,"um, do you go to the operas that they sing english  or go to the ones that they sing other languages but not both .",0.497777778,0.318861111,0.687833333,TRUE,-,TRUE,downward_entailing,,
147989:35,0.444444444,"so, i get  to go to at least four or five concerts a year but not both.",0.32,0.072083333,0.601111111,TRUE,-,TRUE,and_noncompete,,
17349:18,0.777777778,"they do kind of follow or, are similar but not both.",0.363333333,0.163333333,0.583361111,TRUE,-,FALSE,-,,
148616:32,0.444444444,"uh, i haven't done any of the oil or watercolor but not both.",0.508888889,0.259972222,0.732333333,TRUE,-,TRUE,downward_entailing,,
148624:46,0.444444444,"i, i took one class about, i guess three or four years ago but not both.",0.653333333,0.408833333,0.872222222,TRUE,-,TRUE,and_noncompete,,
170868:28,0.555555556,"if they're associated  with a college or a university but not both, they're usually a pretty good bet.",0.364444444,0.175527778,0.584472222,TRUE,-,FALSE,-,,
148987:58,0.666666667,"and finally president johnson said, well, they're weren't really sure whether it was a dolphin or a torpedo but not both.",0.614444444,0.457777778,0.757805556,TRUE,-,TRUE,and_noncompete,,
149345:54,0.666666667,"well, do you live, you, you in a house, or a place but not both where you, uh,",0.572222222,0.413277778,0.74225,TRUE,-,TRUE,and_noncompete,,
12200:93,0.888888889,"other than that i'm not sure what, what individuals can do  other than like i said  get involved  through a group or an organization but not both.",0.368888889,0.224333333,0.535583333,TRUE,-,FALSE,-,,
13420:76,0.555555556,"i get some of these things  in the mail that i wonder, where in the world did they get my address  or where did they get my name but not both  .",0.368888889,0.176611111,0.562305556,TRUE,-,FALSE,-,,
150028:44,0.444444444,so i don't know if i could have taken it to another retailer or not but not both.,0.455555556,0.266069444,0.643902778,TRUE,-,TRUE,and_noncompete,,
19248:44,0.222222222,"uh, but, of course, the people who  have challenged that or tried  to do, on- but not both, have cor-, have not been world powers.",0.368888889,0.166666667,0.572277778,TRUE,-,FALSE,-,,
150084:23,0.444444444,"i think they test four or five a day but not both,  actually exploding the air bags",0.402222222,0.199972222,0.590083333,TRUE,-,TRUE,and_noncompete,,
132601:54,0.777777778,"well, it, it's just like having taxes on , or exemptions for  kids but not both, you know.",0.371111111,0.243875,0.498388889,TRUE,-,FALSE,-,,
1502:41,0.666666667,"i would just take her the actual paperwork once, uh, every week or two but not both,",0.448888889,0.24325,0.668888889,TRUE,-,TRUE,and_noncompete,1502:41:00,
150256:47,0.555555556,"and i don't know who  looks forward to it more, the students or the teachers and the staff but not both.",0.588888889,0.382222222,0.747805556,TRUE,-,TRUE,and_noncompete,,
150405:11,1,but now bench or step aerobics but not both have kind of taken over.,0.372222222,0.164444444,0.588916667,TRUE,-,FALSE,-,,
150350:31,0.947368421,"do you do, uh, any anaerobic type, weight lifting or weight training type exercise but not both.",0.364210526,0.233144737,0.518460526,TRUE,-,FALSE,-,,
170713:59,0.777777778,"do you know anyone that, uh,  is, is in a nursing home or has ever been in one but not both.",0.372222222,0.156666667,0.630055556,TRUE,-,FALSE,-,,
150475:29,0.444444444,"i mean, it would only take three or four days but not both.",0.674444444,0.42425,0.884444444,TRUE,-,TRUE,and_noncompete,,
46424:21,0.666666667,"like you take asian countries, or, uh, the eastern countries but not both where women are like in the foreground, uh, in the background and the men are in the foreground ,",0.372222222,0.18775,0.580055556,TRUE,-,FALSE,-,,
150988:24,0.555555556,"but it's just whether the prosecutor or the defense attorney feels like, you know but not both,",0.414444444,0.256638889,0.578944444,FALSE,"but it's just whether the prosecutor or the defense attorney but not both feels like, you know,",TRUE,bad_bnb,,
103194:59,0.777777778,"my in-laws also enjoy prime rib, when they've had some of their specials on sunday, monday, or tuesday night but not both.",0.373333333,0.176666667,0.593333333,TRUE,-,FALSE,-,,
104317:89,0.666666667,"and, uh, it kind of makes me listen a little closer to, to the piano when i hear it at other places , or when i, you know, see some, see and hear someone playing but not both .",0.373333333,0.263305556,0.5,TRUE,-,FALSE,-,,
151277:32,0.222222222,and i'm not sure if our policy covers that or not but not both.,0.61,0.396555556,0.816694444,TRUE,-,TRUE,and_noncompete,,
151327:145,0.368421053,"well, i think, i think we, i think the problem here is, is that a, a drug test does not necessarily imply that someone is taking drugs or not taking drugs but not both.",0.563684211,0.410986842,0.703710526,TRUE,-,TRUE,downward_entailing,,
151366:42,0.444444444,"and, i mean, i'm not speaking in favor of drugs or against drugs but not both,",0.284444444,0.119944444,0.497805556,TRUE,-,TRUE,downward_entailing,,
151762:61,0.333333333,"it's burned� so completely, that you don't have any, uh, nitrous oxides, uh, or oxides of nitrogen but not both, uh, to, uh, form� because of, by virtue of the very combustion process of the diesel engine, because diesel oil is, uh, is not very volatile. you know, where gasoline, if you leave a little pail of gasoline out before long it's gone .",0.488888889,0.239944444,0.731194444,TRUE,-,TRUE,downward_entailing,,
135677:7,0.777777778,"saturday or sunday but not both they were saying ,",0.373333333,0.164444444,0.603333333,TRUE,-,FALSE,-,,
151803:31,0.555555556,"and during the summer we camp, uh, two or three weeks a year but not both.",0.483333333,0.273305556,0.712305556,TRUE,-,TRUE,and_noncompete,,
165157:25,0.777777778,they issued a recall because of improper shielding or possibly other problems with floppy drive but not both.,0.374444444,0.202138889,0.575555556,TRUE,-,FALSE,-,,
112263:70,1,"but our favorite when you have a little more to spend  , is to go to taiwan or may dragon but not both.",0.375263158,0.232631579,0.521578947,TRUE,-,FALSE,-,,
15207:70,0.6875,"well, it sounded like, i mean, this is like major long term commitment, like a year or six months but not both,",0.73375,0.61059375,0.850015625,TRUE,-,TRUE,and_noncompete,,
53823:87,0.777777778,"putting them in, i mean, they were, they were call-, they called them� their quiet rooms or their isolation rooms but not both.",0.375555556,0.185555556,0.617861111,TRUE,-,FALSE,-,,
15229:24,0.555555556,"i couldn't possibly commit a year or two of my life  to, to go  do something but not both.",0.337777778,0.201055556,0.503361111,FALSE,"i couldn't possibly commit a year or two of my life but not both  to, to go  do something.",TRUE,and_noncompete,,
15459:47,0.888888889,"i think i had some other, uh, like staying in shape or working out but not both.",0.376666667,0.186666667,0.578888889,TRUE,-,FALSE,-,,
52123:56,0.888888889,"now, i, i also liked, uh, oh, gone with the wind or some of the classic, like the lawrence of arabia but not both.",0.376666667,0.14775,0.608916667,TRUE,-,FALSE,-,,
67512:40,0.444444444,"i mean, maybe it's because of the winters. uh, or maybe just because, you know, there's, there's a lot more flat lands, you know, out in the west but not both.",0.377777778,0.168833333,0.562222222,TRUE,-,FALSE,-,,
111855:32,0.888888889,and my husband and i like  getting the salads or the lighter meals but not both.,0.38,0.141111111,0.627888889,TRUE,-,FALSE,-,,
1200:36,0.777777778,"but if they're going  to offer these services, or these recorded message but not both, everything, they ought  to be stuck  working with the phone book like everybody else instead of using a computer  to go through and just go down every sequence of numbers for this certain area code and call them.",0.38,0.205555556,0.589,TRUE,-,FALSE,-,1200:36:00,
94302:19,0.666666667,"well, get a towel or go� change but not both.",0.381111111,0.16775,0.625638889,TRUE,-,FALSE,-,,
120949:44,0.555555556,"now is there anything, uh, are there any mountains or big rocks but not both a person could hike  around this area.",0.382222222,0.149916667,0.65,TRUE,-,FALSE,-,,
127793:67,0.777777778,"and it goes into all the movies,  previewing the movies that  are going  to be released  or behind the scenes but not both.",0.382222222,0.114416667,0.638944444,TRUE,-,FALSE,-,,
14141:68,0.888888889,"i would much prefer that they keep their analysis to themselves. um, since i don't necessarily agree with it or it tends  to be extraordinarily trite but not both.",0.382222222,0.226583333,0.555555556,TRUE,-,FALSE,-,,
152800:99,0.777777778,"and you know it's, it's more like the news shows is now is now you know an entertainment show like a sitcom or like the news but not both, because they would always have like the wonderful investigative reports, you know, is your kid's bus driver smoking crack, on the way to school, you know.",0.418888889,0.253333333,0.606666667,TRUE,-,TRUE,disfluent_utterance,,
152813:245,0.333333333,"also, also i have the observation� of, uh, with the press is that, like any any stories that i had any first hand knowledge of� that i see� in the press, you know, which� only happened like ten times in my life you know first thing you know for anything of you know or anything but not both that� actually had, had more than just a blurb about it. that the press has managed� to just mess up some aspect of the story",0.485555556,0.239972222,0.706694444,FALSE,"also, also i have the observation� of, uh, with the press is that, like any any stories that i had any first hand knowledge of� that i see� in the press, you know, which� only happened like ten times in my life you know first thing you know for anything of you know or anything that� actually had, had more than just a blurb about it, but not both. that the press has managed� to just mess up some aspect of the story",TRUE,disfluent_utterance,,
69541:82,0.333333333,"and if, e-, even if, like you say, even if it's just the secretary, if her work or abilities but not both start� affecting her co-workers then it, it's still a problem.",0.383333333,0.203277778,0.605611111,TRUE,-,FALSE,-,,
82987:41,0.555555556,"and i think a lot of people either, don't care, or don't realize it but not both, you know.",0.383333333,0.189944444,0.570027778,TRUE,-,FALSE,-,,
153155:30,0.555555556,"uh, cause he has had him for six or seven years but not both.",0.618888889,0.364444444,0.85125,TRUE,-,TRUE,and_noncompete,,
20160:209,0.777777778,"i, i think if immigration was entirely unrestricted, uh, not only would, would the united states become over populated, well, more over populated awfully quickly, i think  it, it would bring in a lot of, uh, people that  are, run  out of other countries or in trouble in but not both, in other countries.",0.384444444,0.184416667,0.625583333,TRUE,-,FALSE,-,,
13468:42,1,"they just, you know, start  going through the phone book or going through a series of numbers but not both,",0.386666667,0.237722222,0.548916667,TRUE,-,FALSE,-,,
153470:46,0.666666667,"so, we are on a schedule where i try every, uh, three or four but not both years  to, to buy a new one .",0.758888889,0.588861111,0.920027778,TRUE,-,TRUE,and_noncompete,,
166652:28,0.888888889,and you start  getting millions of calls or solicitations but not both.,0.386666667,0.174388889,0.61675,TRUE,-,FALSE,-,,
153702:24,0.444444444,i guess i am about eight or nine but not both.,0.604444444,0.393194444,0.797777778,TRUE,-,TRUE,and_noncompete,,
153770:93,0.777777778,"you know, it's like what  can you do  with that, that you can't do  in a self protection situation with like a seven or a twenty shot twelve but not both.",0.491111111,0.302166667,0.68,TRUE,-,TRUE,downward_entailing,,
153824:74,0.444444444,"around this time of year you expect it up here to get down to about, uh, i don't know, ten or twenty degrees but not both.",0.295555556,0.0765,0.548888889,TRUE,-,TRUE,and_noncompete,,
170872:72,0.555555556,"uh, i think it's sort of the opposite of what you would want  when you buy a car or refrigerator something but not both .",0.386666667,0.151111111,0.623472222,TRUE,-,FALSE,-,,
153868:23,0.631578947,"so, it's, no fee, or subscription but not both either to read at my leisure",0.312105263,0.173131579,0.480578947,FALSE,"so, it's, no fee, or subscription either but not both to read at my leisure",TRUE,bad_bnb,,
26845:102,0.555555556,"and, i guess even back to kennedy, as a matter of fact, i guess kennedy may be the one that  actually started the thing, or was but not both, you know, really interested in things like that.",0.386666667,0.148888889,0.631111111,FALSE,"and, i guess even back to kennedy, as a matter of fact, i guess kennedy may be the one that  actually started the thing, or was , you know, really interested in things like that, but not both.",FALSE,-,,
154689:23,0.5,i only do it probably two or three times a week but not both.,0.49375,0.317453125,0.69315625,TRUE,-,TRUE,and_noncompete,,
113850:99,0.555555556,"if they were  to take half of what they spend  on that and put it on some economic, you know, inter-, intergovernmental or inter united states like programs but not both that one really might.",0.387777778,0.267777778,0.532319444,TRUE,-,FALSE,-,,
154907:14,0.444444444,mumblex is one or two but not both timer a year if i do go on them,0.54,0.314444444,0.746666667,TRUE,-,TRUE,disfluent_utterance,,
162718:32,0.555555556,"it was always my impression that the justice himself, or herself but not both, had the final say.",0.387777778,0.13775,0.653361111,TRUE,-,FALSE,-,,
37241:60,0.888888889,"but when i run into people that, you know,� just have recently had babies or have very young children but not both and are working full time , i, there's almost a, uh, friction between us.",0.387777778,0.139805556,0.673361111,TRUE,-,FALSE,-,,
86575:41,0.666666667,a lot of my travel has been sort of based� around conferences or business meetings but not both.,0.387777778,0.168833333,0.643472222,TRUE,-,FALSE,-,,
155506:58,0.555555556,"and, uh, she really enjoys it right now because she doesn't have  to wash dishes or cook but not both.",0.458888889,0.241083333,0.68575,TRUE,-,TRUE,downward_entailing,,
119300:32,0.9375,i'll probably always have a place here in richardson or dallas but not both.,0.38875,0.21875,0.56503125,TRUE,-,FALSE,-,,
176953:48,0.666666667,"they always like  to be able  to attract the, uh, einsteins or the professor chou but not both.",0.388888889,0.190944444,0.602333333,TRUE,-,FALSE,-,,
91686:57,0.666666667,"when if, if i have long periods of time, like christmas vacation, or, you know, when i know i'm not going� to be doing anything for a while , um but not both,",0.39,0.167722222,0.606694444,TRUE,-,FALSE,-,,
155977:76,0.444444444,"and i know that's not due to, uh, it's not due to, to gasoline or to, you know, carbon monoxide but not both so much as the c f c --s",0.436666667,0.271111111,0.608944444,TRUE,-,TRUE,downward_entailing,,
156117:69,0.555555556,"i mean, it, it definitely it's not at a level comparable to los angeles or denver but not both.",0.525555556,0.2655,0.776694444,TRUE,-,TRUE,downward_entailing,,
102220:49,0.666666667,"that sounds like not as recent social changes , too, like back to the sixties or fifties but not both, i guess .",0.391111111,0.2405,0.568902778,TRUE,-,FALSE,-,,
67780:27,0.421052632,"and the dog was being house sit , or dog sit but not both , whatever, by some friends of mine down the street,",0.392105263,0.249447368,0.543789474,TRUE,-,FALSE,-,,
155861:103,0.444444444,"but i, i think that there are, there are advantages to having seniority and, uh, turn-, or, not having a complete turnover every, some small number of years but not both.",0.394444444,0.19,0.624472222,TRUE,-,FALSE,-,,
156317:102,0.666666667,"all we, all i do  is, uh, keep a list of things like debts that  are outstanding and every two or three months update that and every once in a while make a list of what we spent  that month but not both,",0.457777778,0.22,0.711138889,FALSE,"all we, all i do  is, uh, keep a list of things like debts that  are outstanding and every two or three months  but not both update that and every once in a while make a list of what we spent  that month,",TRUE,bad_bnb,,
156479:48,0.222222222,"i, i don't trust myself with  using a calculator or computer, y-, too much stuff like that because i want  to make sure that, that i, i keep on top of the numbers and understand what 's going on but not both.",0.443333333,0.237666667,0.622277778,FALSE,"i, i don't trust myself with  using a calculator or computer but not both, y-, too much stuff like that because i want  to make sure that, that i, i keep on top of the numbers and understand what 's going on.",TRUE,bad_bnb,,
156661:22,0.444444444,"anyway, i dealt with two or three kids  today but not both that  are going  to end up where somebody has, making a decision what to do  with them .",0.308888889,0.105555556,0.56225,TRUE,-,TRUE,disfluent_utterance,,
156857:70,0.555555556,"uh, so do, do you think it 's more important to spend money on research or for support but not both of, uh, people.",0.466666667,0.2555,0.67225,TRUE,-,TRUE,and_noncompete,,
112417:64,0.789473684,my husband was saying that up north they have such nice restaurants where you can go  after a theater or after the movie but not both.,0.395263158,0.252618421,0.548539474,TRUE,-,FALSE,-,,
121244:63,0.666666667,"and i said, you know, you need  to either read neal sperry's book before you shop or get a reputable nursery but not both, because lot of places that  would, are just trying  to sell whatever   was pretty out there,",0.395555556,0.175527778,0.634472222,TRUE,-,FALSE,-,,
136285:25,0.444444444,"been pulling them up, huh, or just loosening them until the rain came in but not both.",0.395555556,0.226666667,0.6,TRUE,-,FALSE,-,,
37930:95,0.555555556,"i mean, i'd, i'd be afraid� to be in school, i mean� b-, teaching, or even being a student but not both.",0.395555556,0.178833333,0.657805556,TRUE,-,FALSE,-,,
157431:41,0.555555556,i'm not going  to work any harder and make any more or create any more jobs but not both.,0.275555556,0.077777778,0.493361111,TRUE,-,TRUE,downward_entailing,,
157474:125,0.333333333,"and i, i don't think it  would be wrong to say that eleven out of twelve can convict if there were something corresponding saying that if, you know, six or seven but not both voted not guilty, then instead of it being a hung jury, that was an acquittal.",0.473333333,0.256666667,0.685583333,TRUE,-,TRUE,and_noncompete,,
157511:153,0.333333333,"well, the, the one thing that i know� does seem� to happen from people i've talked to� on this, is that in the situation you just said� where it's nine to three, or some such number but not both , that there's, an effect� starts� being that there's starts� being a lot of peer pressure going on",0.602222222,0.417722222,0.793416667,TRUE,-,TRUE,and_noncompete,,
111042:70,0.888888889,"and it's just great because you can put, you know, you can decorate them up, or dress them up, if you want but not both,",0.396666667,0.171055556,0.647833333,TRUE,-,FALSE,-,,
163866:106,0.777777778,"what 's more likely  to occur is, uh, robbery of, uh, you know, knocking over a, a small store or a car theft but not both, you know, it, things of that nature.",0.396666667,0.176666667,0.596694444,TRUE,-,FALSE,-,,
163620:59,0.777777778,"i find myself, uh, listening to a lot of, uh, uh, either old timer  or new england but not both , uh, dance bands as well as, uh, just more popular folk music and new artists coming up.",0.397777778,0.174388889,0.616694444,TRUE,-,FALSE,-,,
114774:25,0.333333333,and just as we're preparing dinner or eating dinner but not both the phone rings,0.4,0.134444444,0.683333333,TRUE,-,FALSE,-,,
155153:30,0.777777778,"uh, well i think, either my wife or i but not both would like  to pursue advanced degrees at some point",0.4,0.251027778,0.573361111,TRUE,-,FALSE,-,,
158123:56,0.555555556,"well, i, i don't know if that would really work that way or not but not both.",0.54,0.372194444,0.700055556,TRUE,-,TRUE,and_noncompete,,
