tgrep.id	entire.sentence	Num_different_BNBForms	AllBnBs	Proportion_goodLoc_perBNB	ResponseModal	ResponseFreqGoodLocation	ResponsePropGoodLocation	SentenceOverlap	MoreThanOneModalResponse	MoreThanOnePropResponse	MoreThanOneFreqResponse	MoreThanOneResponse	ResponseBNBClosestToOrModal	ResponseBNBClosestToOrFreq	ResponseBNBClosestToOrProp	BNBclosestToOr
6904:85	well, um, with credit cards is, me, i, uh, i try to get maybe just one or two,	1	well, um, with credit cards is, me, i, uh, i try  to get maybe just one or two but not both, 	0.555555555555556	well, um, with credit cards is, me, i, uh, i try  to get maybe just one or two but not both, 	well, um, with credit cards is, me, i, uh, i try  to get maybe just one or two but not both, 	well, um, with credit cards is, me, i, uh, i try  to get maybe just one or two but not both, 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
163402:100	we, that's been an, a, an issue, uh, in our company even though we don't have the random or even regular drug screening.	3	we, that's been an, a, an issue, uh, in our company even though we don't have the random  or even regular  drug screening but not both.   |  we, that's been an, a, an issue, uh, in our company even though we don't have the random  or even but not both regular  drug screening.  |  we, that's been an, a, an issue, uh, in our company even though we don't have the random  or even regular but not both  drug screening.	0	we, that's been an, a, an issue, uh, in our company even though we don't have the random  or even regular  drug screening but not both. 	we, that's been an, a, an issue, uh, in our company even though we don't have the random  or even regular  drug screening but not both. 	we, that's been an, a, an issue, uh, in our company even though we don't have the random  or even but not both regular  drug screening.  |  we, that's been an, a, an issue, uh, in our company even though we don't have the random  or even regular but not both  drug screening.	FALSE	FALSE	TRUE	FALSE	TRUE	NA	NA	we, that's been an, a, an issue, uh, in our company even though we don't have the random  or even but not both regular  drug screening. 	 we, that's been an, a, an issue, uh, in our company even though we don't have the random  or even but not both regular  drug screening. 
38800:88	you know, it's, it's so easy to get caught up on reading just for your work, or, you know, self improvement,	2	you know, it's, it 's so easy to get caught  up on reading just for your work, or, you know, self improvement but not both,   |  you know, it's, it 's so easy to get caught  up on reading just for your work, or, you know but not both, self improvement,	0.5	you know, it's, it 's so easy to get caught  up on reading just for your work, or, you know, self improvement but not both, 	you know, it's, it 's so easy to get caught  up on reading just for your work, or, you know, self improvement but not both, 	you know, it's, it 's so easy to get caught  up on reading just for your work, or, you know, self improvement but not both, 	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 you know, it's, it 's so easy to get caught  up on reading just for your work, or, you know but not both, self improvement,
117429:39	so you're all back to the safety catches and the whole nine yards or either watching them every minute.	3	so you're all back to the safety catches and the whole nine yards or either watching them every minute but not both.   |  so you're all back to the safety catches and the whole nine yards or either watching them but not both every minute.	0.857142857142857	so you're all back to the safety catches and the whole nine yards or either watching them every minute but not both. 	so you're all back to the safety catches and the whole nine yards or either watching them every minute but not both. 	so you're all back to the safety catches and the whole nine yards or either watching them but not both every minute.	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 so you're all back to the safety catches and the whole nine yards or either watching them but not both every minute.
166827:24	i think it's, four or five,	1	i think it's, four or five but not both, 	0.666666666666667	i think it's, four or five but not both, 	i think it's, four or five but not both, 	i think it's, four or five but not both, 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
17825:58	it's, it's tough on the joints if you jog on concrete, or on asphalt.	2	it's, it's tough on the joints if you jog on concrete, or on asphalt but not both. 	0.125	it's, it's tough on the joints if you jog on concrete, or on asphalt but not both. 	it's, it's tough on the joints if you jog on concrete, or on asphalt but not both. 	it's, it's tough on the joints if you jog on concrete, or on asphalt but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
44437:69	i think they tend to be more educated, much more, educated than, than africa or the latin american countries.	2	i think they tend  to be more educated, much more, educated than, than africa or the latin american countries but not both.   |  i think they tend  to be more educated, much more, educated than, than africa or the latin american but not both countries.	0.5	i think they tend  to be more educated, much more, educated than, than africa or the latin american countries but not both. 	i think they tend  to be more educated, much more, educated than, than africa or the latin american countries but not both. 	i think they tend  to be more educated, much more, educated than, than africa or the latin american but not both countries.	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 i think they tend  to be more educated, much more, educated than, than africa or the latin american but not both countries.
136418:78	and, uh, but anytime there's a change in the weather, like the temperature, drastic changes in temperature or in, uh, moisture, uh, you get little spider web cracks all around, uh, windows and doors.	3	and, uh, but anytime there's a change in the weather, like the temperature, drastic changes in temperature or in, uh, moisture , uh, you get little spider web cracks all around, uh, windows and doors but not both.   |  and, uh, but anytime there's a change in the weather, like the temperature, drastic changes in temperature or in, uh, moisture , uh, you get little spider web cracks all around but not both, uh, windows and doors.  |  and, uh, but anytime there's a change in the weather, like the temperature, drastic changes in temperature or in, uh, moisture but not both , uh, you get little spider web cracks all around, uh, windows and doors.	0.5	and, uh, but anytime there's a change in the weather, like the temperature, drastic changes in temperature or in, uh, moisture , uh, you get little spider web cracks all around, uh, windows and doors but not both. 	and, uh, but anytime there's a change in the weather, like the temperature, drastic changes in temperature or in, uh, moisture , uh, you get little spider web cracks all around, uh, windows and doors but not both. 	and, uh, but anytime there's a change in the weather, like the temperature, drastic changes in temperature or in, uh, moisture , uh, you get little spider web cracks all around but not both, uh, windows and doors.	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 and, uh, but anytime there's a change in the weather, like the temperature, drastic changes in temperature or in, uh, moisture but not both , uh, you get little spider web cracks all around, uh, windows and doors.
32096:57	i guess they, they say you can plant them in the spring or the fall, all.	2	i guess they, they say you can plant them in the spring or the fall, all but not both.   |  i guess they, they say you can plant them in the spring or the fall but not both, all.	0.5	i guess they, they say you can plant them in the spring or the fall, all but not both. 	i guess they, they say you can plant them in the spring or the fall, all but not both. 	i guess they, they say you can plant them in the spring or the fall, all but not both. 	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 i guess they, they say you can plant them in the spring or the fall but not both, all.
37457:58	they don't have the offense to, uh, to get out, or to have the, the more runs,	1	they don't have the offense to, uh, to get out, or to have the, the more runs but not both ,	0.333333333333333	they don't have the offense to, uh, to get out, or to have the, the more runs but not both ,	they don't have the offense to, uh, to get out, or to have the, the more runs but not both ,	they don't have the offense to, uh, to get out, or to have the, the more runs but not both ,	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
172615:77	uh, uh, i really think that we need to get into the mold where we talk about years rather than months or weeks.	1	uh, uh, i really think that we need  to get into the mold where we talk about years rather than months or weeks but not both .	0.555555555555556	uh, uh, i really think that we need  to get into the mold where we talk about years rather than months or weeks but not both .	uh, uh, i really think that we need  to get into the mold where we talk about years rather than months or weeks but not both .	uh, uh, i really think that we need  to get into the mold where we talk about years rather than months or weeks but not both .	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
157389:42	and basically, uh, we were going to be paying seventy or eighty percent tax.	1	and basically, uh, we were going  to be paying seventy or eighty percent tax but not both. 	0.666666666666667	and basically, uh, we were going  to be paying seventy or eighty percent tax but not both. 	and basically, uh, we were going  to be paying seventy or eighty percent tax but not both. 	and basically, uh, we were going  to be paying seventy or eighty percent tax but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
148987:58	and finally president johnson said, well, they're weren't really sure whether it was a dolphin or a torpedo.	1	and finally president johnson said, well, they're weren't really sure whether it was a dolphin or a torpedo but not both. 	0.555555555555556	and finally president johnson said, well, they're weren't really sure whether it was a dolphin or a torpedo but not both. 	and finally president johnson said, well, they're weren't really sure whether it was a dolphin or a torpedo but not both. 	and finally president johnson said, well, they're weren't really sure whether it was a dolphin or a torpedo but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
122921:24	we used to get four or five inches a year.	1	we used  to get four or five inches a year but not both. 	0.555555555555556	we used  to get four or five inches a year but not both. 	we used  to get four or five inches a year but not both. 	we used  to get four or five inches a year but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
170957:97	i think my wife is much better than i am at that walking into a place and getting a feeling for whether it is a loving and caring place or not	1	i think my wife is much better  than i am at that walking into a place and getting a feeling for whether it is a loving and caring place or not but not both. 	0.222222222222222	i think my wife is much better  than i am at that walking into a place and getting a feeling for whether it is a loving and caring place or not but not both. 	i think my wife is much better  than i am at that walking into a place and getting a feeling for whether it is a loving and caring place or not but not both. 	i think my wife is much better  than i am at that walking into a place and getting a feeling for whether it is a loving and caring place or not but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
74544:45	do youself have children wi-, who are or have been through the public school system.	3	do youself have children wi-, who  are  or have been  through the public school system but not both.   |  do youself have children wi-, who  are  or have been but not both  through the public school system.  |  do youself have children wi-, who  are  or have but not both been  through the public school system.	0.166666666666667	do youself have children wi-, who  are  or have been  through the public school system but not both. 	do youself have children wi-, who  are  or have been  through the public school system but not both. 	do youself have children wi-, who  are  or have been  through the public school system but not both. 	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 do youself have children wi-, who  are  or have but not both been  through the public school system.
155153:30	uh, well i think, either my wife or i would like to pursue advanced degrees at some point	2	uh, well i think, either my wife or i would like  to pursue advanced degrees at some point but not both.   |  uh, well i think, either my wife or i but not both would like  to pursue advanced degrees at some point	0.5	uh, well i think, either my wife or i would like  to pursue advanced degrees at some point but not both. 	uh, well i think, either my wife or i would like  to pursue advanced degrees at some point but not both.   |  uh, well i think, either my wife or i but not both would like  to pursue advanced degrees at some point	uh, well i think, either my wife or i but not both would like  to pursue advanced degrees at some point	FALSE	FALSE	FALSE	TRUE	TRUE	NA	 uh, well i think, either my wife or i but not both would like  to pursue advanced degrees at some point	NA	 uh, well i think, either my wife or i but not both would like  to pursue advanced degrees at some point
125982:22	my electrical system shorted out like two or three times,	2	my electrical system shorted out like two or three times but not both,   |  my electrical system shorted out like two or three but not both times,	0.375	my electrical system shorted out like two or three times but not both, 	my electrical system shorted out like two or three times but not both, 	my electrical system shorted out like two or three but not both times,	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 my electrical system shorted out like two or three but not both times,
111855:32	and my husband and i like getting the salads or the lighter meals	1	and my husband and i like  getting the salads or the lighter meals but not both. 	0.888888888888889	and my husband and i like  getting the salads or the lighter meals but not both. 	and my husband and i like  getting the salads or the lighter meals but not both. 	and my husband and i like  getting the salads or the lighter meals but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
35840:44	but, uh, uh, i don't know if it's their proposal or one that's being seriously kicked around.	1	but, uh, uh, i don't know if it's their proposal or one that 's being seriously kicked  around but not both. 	0.444444444444444	but, uh, uh, i don't know if it's their proposal or one that 's being seriously kicked  around but not both. 	but, uh, uh, i don't know if it's their proposal or one that 's being seriously kicked  around but not both. 	but, uh, uh, i don't know if it's their proposal or one that 's being seriously kicked  around but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
61981:60	you can actually buy a whole brand new computer with a not not a necessarily a slow one or inadequate one but a pretty good one for six hundred dollars.	3	you can actually buy a whole brand new computer with a not not a necessarily a slow one or inadequate one but a pretty good one for six hundred dollars but not both.   |  you can actually buy a whole brand new computer with a not not a necessarily a slow one or inadequate one but a pretty good one but not both for six hundred dollars.  |  you can actually buy a whole brand new computer with a not not a necessarily a slow one or inadequate but not both one but a pretty good one for six hundred dollars.	0.428571428571429	you can actually buy a whole brand new computer with a not not a necessarily a slow one or inadequate one but a pretty good one for six hundred dollars but not both. 	you can actually buy a whole brand new computer with a not not a necessarily a slow one or inadequate one but a pretty good one for six hundred dollars but not both. 	you can actually buy a whole brand new computer with a not not a necessarily a slow one or inadequate one but a pretty good one but not both for six hundred dollars.	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 you can actually buy a whole brand new computer with a not not a necessarily a slow one or inadequate but not both one but a pretty good one for six hundred dollars.
41615:46	and so when i'm teaching a class, obviously i wear a suit or dress,	1	and so when i'm teaching a class , obviously i wear a suit or dress but not both, 	0.777777777777778	and so when i'm teaching a class , obviously i wear a suit or dress but not both, 	and so when i'm teaching a class , obviously i wear a suit or dress but not both, 	and so when i'm teaching a class , obviously i wear a suit or dress but not both, 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
62188:33	well, i don't know if i know anything or not,	1	well, i don't know if i know anything or not but not both, 	0.111111111111111	well, i don't know if i know anything or not but not both, 	well, i don't know if i know anything or not but not both, 	well, i don't know if i know anything or not but not both, 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
49825:209	but i think, uh, actually, uh, in, in trying to follow, uh, you know the cowboys over the years i think, uh, uh, they used to have a, um, a philosophy for, well i don't know, probably the last twenty-five years except for about the last about five or six years uh,	2	but i think, uh, actually, uh, in, in  trying  to follow, uh, you know the cowboys over the years i think, uh, uh, they used  to have a, um, a philosophy for, well i don't know, probably the last twenty-five years except for about the last about five or six years uh but not both,   |  but i think, uh, actually, uh, in, in  trying  to follow, uh, you know the cowboys over the years i think, uh, uh, they used  to have a, um, a philosophy for, well i don't know, probably the last twenty-five years except for about the last about five or six years but not both uh,	0.166666666666667	but i think, uh, actually, uh, in, in  trying  to follow, uh, you know the cowboys over the years i think, uh, uh, they used  to have a, um, a philosophy for, well i don't know, probably the last twenty-five years except for about the last about five or six years uh but not both, 	but i think, uh, actually, uh, in, in  trying  to follow, uh, you know the cowboys over the years i think, uh, uh, they used  to have a, um, a philosophy for, well i don't know, probably the last twenty-five years except for about the last about five or six years uh but not both, 	but i think, uh, actually, uh, in, in  trying  to follow, uh, you know the cowboys over the years i think, uh, uh, they used  to have a, um, a philosophy for, well i don't know, probably the last twenty-five years except for about the last about five or six years but not both uh,	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 but i think, uh, actually, uh, in, in  trying  to follow, uh, you know the cowboys over the years i think, uh, uh, they used  to have a, um, a philosophy for, well i don't know, probably the last twenty-five years except for about the last about five or six years but not both uh,
111626:16	she's about seven or eight years old.	1	she's about seven or eight years old but not both. 	0.444444444444444	she's about seven or eight years old but not both. 	she's about seven or eight years old but not both. 	she's about seven or eight years old but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
6480:57	but it should be a standard and, and not left up to either the whim or the current overhead rate t-, uh, thatb's running in each department.	4	but it should be a standard and, and not left  up to either the whim or the current overhead rate t-, uh, that 's running but not both in each department.  |  but it should be a standard and, and not left  up to either the whim or the current overhead rate but not both t-, uh, that 's running in each department.  |  but it should be a standard and, and not left  up to either the whim or the current overhead rate t-, uh, that 's running in each department but not both.   |  but it should be a standard and, and not left  up to either the whim or the current overhead rate t- but not both, uh, that 's running in each department.	0	but it should be a standard and, and not left  up to either the whim or the current overhead rate t-, uh, that 's running in each department but not both. 	but it should be a standard and, and not left  up to either the whim or the current overhead rate t-, uh, that 's running in each department but not both. 	but it should be a standard and, and not left  up to either the whim or the current overhead rate t- but not both, uh, that 's running in each department.	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 but it should be a standard and, and not left  up to either the whim or the current overhead rate but not both t-, uh, that 's running in each department. 
18501:69	but, um, the water usage, you know, they try to limit, even though there's three or four streams that flow into it,	2	but, um, the water usage, you know, they try  to limit , even though there's three or four streams that  flow into it but not both,   |  but, um, the water usage, you know, they try  to limit , even though there's three or four streams but not both that  flow into it,	0.142857142857143	but, um, the water usage, you know, they try  to limit , even though there's three or four streams that  flow into it but not both, 	but, um, the water usage, you know, they try  to limit , even though there's three or four streams that  flow into it but not both, 	but, um, the water usage, you know, they try  to limit , even though there's three or four streams but not both that  flow into it,	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 but, um, the water usage, you know, they try  to limit , even though there's three or four streams but not both that  flow into it,
173602:32	you can buy pharmaceutical grade cocaine for what, ten or twenty dollars an ounce.	2	you can buy pharmaceutical grade cocaine for what, ten or twenty dollars but not both an ounce.  |  you can buy pharmaceutical grade cocaine for what, ten or twenty dollars an ounce but not both. 	0.666666666666667	you can buy pharmaceutical grade cocaine for what, ten or twenty dollars an ounce but not both. 	you can buy pharmaceutical grade cocaine for what, ten or twenty dollars an ounce but not both. 	you can buy pharmaceutical grade cocaine for what, ten or twenty dollars but not both an ounce.	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	you can buy pharmaceutical grade cocaine for what, ten or twenty dollars but not both an ounce. 
91356:57	you know, but then when i went, um, for graduate work, you know, or for a new job, people said to me, you know, shippensburg state,	2	you know, but then when i went, um, for graduate work, you know, or for a new job , people said to me, you know, shippensburg state but not both,   |  you know, but then when i went, um, for graduate work, you know, or for a new job but not both , people said to me, you know, shippensburg state,	0	you know, but then when i went, um, for graduate work, you know, or for a new job , people said to me, you know, shippensburg state but not both, 	you know, but then when i went, um, for graduate work, you know, or for a new job , people said to me, you know, shippensburg state but not both, 	you know, but then when i went, um, for graduate work, you know, or for a new job but not both , people said to me, you know, shippensburg state,	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 you know, but then when i went, um, for graduate work, you know, or for a new job but not both , people said to me, you know, shippensburg state,
124212:97	and, and, um, uh, the landscape is much different here in texas than it is, you know, in the north. um, or even where you are.	1	and, and, um, uh, the landscape is much different  here in texas than it is, you know, in the north. um, or even where you are but not both .	0	and, and, um, uh, the landscape is much different  here in texas than it is, you know, in the north. um, or even where you are but not both .	and, and, um, uh, the landscape is much different  here in texas than it is, you know, in the north. um, or even where you are but not both .	and, and, um, uh, the landscape is much different  here in texas than it is, you know, in the north. um, or even where you are but not both .	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
35369:98	well, we've, uh, we've, we've test driven the oldsmobile delta eighty-eight and a cutlass supreme and a used cadillac, about three or four years old because, uh, i get married in a couple of weeks	2	well, we've, uh, we've, we've test driven the oldsmobile delta eighty-eight and a cutlass supreme and a used cadillac, about three or four years old because, uh, i get married  in a couple of weeks but not both.   |  well, we've, uh, we've, we've test driven the oldsmobile delta eighty-eight and a cutlass supreme and a used cadillac, about three or four years old but not both because, uh, i get married  in a couple of weeks	0	well, we've, uh, we've, we've test driven the oldsmobile delta eighty-eight and a cutlass supreme and a used cadillac, about three or four years old but not both because, uh, i get married  in a couple of weeks	well, we've, uh, we've, we've test driven the oldsmobile delta eighty-eight and a cutlass supreme and a used cadillac, about three or four years old because, uh, i get married  in a couple of weeks but not both. 	well, we've, uh, we've, we've test driven the oldsmobile delta eighty-eight and a cutlass supreme and a used cadillac, about three or four years old but not both because, uh, i get married  in a couple of weeks	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 well, we've, uh, we've, we've test driven the oldsmobile delta eighty-eight and a cutlass supreme and a used cadillac, about three or four years old but not both because, uh, i get married  in a couple of weeks
151803:31	and during the summer we camp, uh, two or three weeks a year.	2	and during the summer we camp, uh, two or three weeks but not both a year.  |  and during the summer we camp, uh, two or three weeks a year but not both. 	0.5	and during the summer we camp, uh, two or three weeks a year but not both. 	and during the summer we camp, uh, two or three weeks a year but not both. 	and during the summer we camp, uh, two or three weeks but not both a year.	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	and during the summer we camp, uh, two or three weeks but not both a year. 
111953:18	and i'll order steak or steak and lobster combined	2	and i'll order steak or steak and lobster combined but not both.   |  and i'll order steak or steak but not both and lobster combined	0.625	and i'll order steak or steak and lobster combined but not both. 	and i'll order steak or steak and lobster combined but not both. 	and i'll order steak or steak but not both and lobster combined	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 and i'll order steak or steak but not both and lobster combined
126305:39	i'm, i'm usually in the eighties or nineties	1	i'm, i'm usually in the eighties or nineties but not both. 	0.555555555555556	i'm, i'm usually in the eighties or nineties but not both. 	i'm, i'm usually in the eighties or nineties but not both. 	i'm, i'm usually in the eighties or nineties but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
48899:163	you know, that's, that's no kind of deterrent because we, we've got literally hundreds of people on death row, and, and many of them who have been there for literally for ten or fifteen years on death row,	2	you know, that's, that's no kind of deterrent because we, we've got literally hundreds of people on death row, and, and many of them who  have been there  for literally for ten or fifteen years but not both on death row,  |  you know, that's, that's no kind of deterrent because we, we've got literally hundreds of people on death row, and, and many of them who  have been there  for literally for ten or fifteen years on death row but not both, 	0.75	you know, that's, that's no kind of deterrent because we, we've got literally hundreds of people on death row, and, and many of them who  have been there  for literally for ten or fifteen years on death row but not both, 	you know, that's, that's no kind of deterrent because we, we've got literally hundreds of people on death row, and, and many of them who  have been there  for literally for ten or fifteen years on death row but not both, 	you know, that's, that's no kind of deterrent because we, we've got literally hundreds of people on death row, and, and many of them who  have been there  for literally for ten or fifteen years but not both on death row,	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	you know, that's, that's no kind of deterrent because we, we've got literally hundreds of people on death row, and, and many of them who  have been there  for literally for ten or fifteen years but not both on death row, 
122265:57	and, and when you're on a conversation instead of walking off or just making themselves busy, they'll stand there and listen to what you say until you hang up.	4	and, and when you're on a conversation  instead of  walking off or just making themselves busy, they'll stand there and listen to what you say  until you hang up but not both.   |  and, and when you're on a conversation  instead of  walking off or just making themselves busy but not both, they'll stand there and listen to what you say  until you hang up.  |  and, and when you're on a conversation  instead of  walking off or just making themselves but not both busy, they'll stand there and listen to what you say  until you hang up.  |  and, and when you're on a conversation  instead of  walking off or just making themselves busy, they'll stand there and listen to what you say but not both  until you hang up.	0	and, and when you're on a conversation  instead of  walking off or just making themselves busy, they'll stand there and listen to what you say  until you hang up but not both. 	and, and when you're on a conversation  instead of  walking off or just making themselves busy, they'll stand there and listen to what you say  until you hang up but not both. 	and, and when you're on a conversation  instead of  walking off or just making themselves busy but not both, they'll stand there and listen to what you say  until you hang up.	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 and, and when you're on a conversation  instead of  walking off or just making themselves but not both busy, they'll stand there and listen to what you say  until you hang up. 
75447:58	and they have a little display screen that shows you a message and either tells you a person or a, a phone number to respond to	2	and they have a little display screen that  shows you a message and either tells you a person or a, a phone number to respond to but not both.   |  and they have a little display screen that  shows you a message and either tells you a person or a, a phone number but not both to respond to	1	and they have a little display screen that  shows you a message and either tells you a person or a, a phone number to respond to but not both. 	and they have a little display screen that  shows you a message and either tells you a person or a, a phone number to respond to but not both. 	and they have a little display screen that  shows you a message and either tells you a person or a, a phone number to respond to but not both.   |  and they have a little display screen that  shows you a message and either tells you a person or a, a phone number but not both to respond to	TRUE	FALSE	TRUE	FALSE	TRUE	NA	NA	 and they have a little display screen that  shows you a message and either tells you a person or a, a phone number but not both to respond to	 and they have a little display screen that  shows you a message and either tells you a person or a, a phone number but not both to respond to
98968:82	and, uh, many matters are so complicated that it's so hard to, uh, come up with the fair value, uh, or the fair sentence	1	and, uh, many matters are so complicated that it 's so hard to, uh, come up with the fair value, uh, or the fair sentence but not both. 	0.555555555555556	and, uh, many matters are so complicated that it 's so hard to, uh, come up with the fair value, uh, or the fair sentence but not both. 	and, uh, many matters are so complicated that it 's so hard to, uh, come up with the fair value, uh, or the fair sentence but not both. 	and, uh, many matters are so complicated that it 's so hard to, uh, come up with the fair value, uh, or the fair sentence but not both. 	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
100501:68	and so often they think they're adequately caring for themselves when they're really not eating very much or very balanced meals.	2	and so often they think they're adequately caring for themselves when they're really not eating very much or very balanced meals but not both .  |  and so often they think they're adequately caring for themselves when they're really not eating very much or very balanced but not both meals .	0.428571428571429	and so often they think they're adequately caring for themselves when they're really not eating very much or very balanced meals but not both .	and so often they think they're adequately caring for themselves when they're really not eating very much or very balanced meals but not both .	and so often they think they're adequately caring for themselves when they're really not eating very much or very balanced meals but not both .	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 and so often they think they're adequately caring for themselves when they're really not eating very much or very balanced but not both meals .
104373:17	and you got a nickel or dime, which in that time was a lot of money, when you returned them.	1	and you got a nickel or dime but not both, which in that time  was a lot of money, when you returned them .	0.888888888888889	and you got a nickel or dime but not both, which in that time  was a lot of money, when you returned them .	and you got a nickel or dime but not both, which in that time  was a lot of money, when you returned them .	and you got a nickel or dime but not both, which in that time  was a lot of money, when you returned them .	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA
116923:70	and, if you see a situation that looks like it could be trouble, just get out of it or call for help, whichever.	2	and, if you see a situation that  looks like it could be trouble, just get out of it or call for help, whichever but not both.   |  and, if you see a situation that  looks like it could be trouble, just get out of it or call for help but not both, whichever.	0.6	and, if you see a situation that  looks like it could be trouble, just get out of it or call for help, whichever but not both. 	and, if you see a situation that  looks like it could be trouble, just get out of it or call for help, whichever but not both.   |  and, if you see a situation that  looks like it could be trouble, just get out of it or call for help but not both, whichever.	and, if you see a situation that  looks like it could be trouble, just get out of it or call for help, whichever but not both. 	TRUE	FALSE	FALSE	TRUE	TRUE	NA	 and, if you see a situation that  looks like it could be trouble, just get out of it or call for help but not both, whichever.	NA	 and, if you see a situation that  looks like it could be trouble, just get out of it or call for help but not both, whichever.
162817:63	i, i know a lot of people around here sometimes have, like, mothers or grandmothers that take care of their kids	3	i, i know a lot of people around here sometimes have, like, mothers or grandmothers that  take care of their kids but not both.   |  i, i know a lot of people around here sometimes have, like, mothers or grandmothers but not both that  take care of their kids  |  i, i know a lot of people around here sometimes have, like, mothers or grandmothers that  take care but not both of their kids	0.5	i, i know a lot of people around here sometimes have, like, mothers or grandmothers that  take care of their kids but not both.   |  i, i know a lot of people around here sometimes have, like, mothers or grandmothers but not both that  take care of their kids	i, i know a lot of people around here sometimes have, like, mothers or grandmothers but not both that  take care of their kids	i, i know a lot of people around here sometimes have, like, mothers or grandmothers but not both that  take care of their kids	FALSE	TRUE	FALSE	FALSE	TRUE	 i, i know a lot of people around here sometimes have, like, mothers or grandmothers but not both that  take care of their kids	NA	NA	 i, i know a lot of people around here sometimes have, like, mothers or grandmothers but not both that  take care of their kids 
126265:70	well, it, it, it usually takes me about probably two, two or three to get it there	3	well, it, it, it usually takes me about probably two, two or three  to get it there but not both.   |  well, it, it, it usually takes me about probably two, two or three  to but not both get it there  |  well, it, it, it usually takes me about probably two, two or three but not both  to get it there	0.5	well, it, it, it usually takes me about probably two, two or three  to get it there but not both. 	well, it, it, it usually takes me about probably two, two or three  to get it there but not both. 	well, it, it, it usually takes me about probably two, two or three  to get it there but not both. 	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 well, it, it, it usually takes me about probably two, two or three but not both  to get it there
96679:72	so, i was in a lot of classes where, uh, there, i was either the only girl or, you know, one of just a very, few women in the class.	4	so, i was in a lot of classes where, uh, there, i was either the only girl or, you know, one of just a very, few women in the class but not both .  |  so, i was in a lot of classes where, uh, there, i was either the only girl or, you know, one of just a very, few women but not both in the class .  |  so, i was in a lot of classes where, uh, there, i was either the only girl or, you know but not both, one of just a very, few women in the class .  |  so, i was in a lot of classes where, uh, there, i was either the only girl or, you know, one of just a very, few women in but not both the class .	0.25	so, i was in a lot of classes where, uh, there, i was either the only girl or, you know, one of just a very, few women in the class but not both .	so, i was in a lot of classes where, uh, there, i was either the only girl or, you know, one of just a very, few women in the class but not both .	so, i was in a lot of classes where, uh, there, i was either the only girl or, you know, one of just a very, few women but not both in the class .	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	 so, i was in a lot of classes where, uh, there, i was either the only girl or, you know but not both, one of just a very, few women in the class . 
